Category1,Source1,Category2,Source2,similarity,PapersInC1,PapersInC2,PapersInBoth,Discripancy
lithography,OpenAlex,lithography,OpenAIRE,1.0,7,7,6,0.75
next-generation lithography,OpenAlex,next-generation lithography,OpenAIRE,1.0,1,1,1,1.0
demodulation,OpenAIRE,demodulation,OpenAlex,1.0,9,14,9,0.6428571428571429
gabaergic,OpenAIRE,gabaergic,OpenAlex,1.0,2,2,2,1.0
gabaergic,OpenAlex,gabaergic,OpenAIRE,1.0,2,2,2,1.0
international business,OpenAlex,international business,OpenAIRE,1.0,26,29,21,0.6176470588235294
residence,OpenAIRE,residence,OpenAlex,1.0,6,7,5,0.625
tone mapping,OpenAIRE,tone mapping,OpenAlex,1.0,11,11,9,0.6923076923076923
tone mapping,OpenAlex,tone mapping,OpenAIRE,1.0,11,11,9,0.6923076923076923
supercritical flow,OpenAIRE,supercritical flow,OpenAlex,1.0,1,1,1,1.0
supercritical flow,OpenAlex,supercritical flow,OpenAIRE,1.0,1,1,1,1.0
qubit,OpenAlex,qubit,OpenAIRE,1.0,16,15,12,0.631578947368421
heartbeat,OpenAlex,heartbeat,OpenAIRE,1.0,10,10,9,0.8181818181818182
differential inclusion,OpenAIRE,differential inclusion,OpenAlex,1.0,5,5,5,1.0
differential inclusion,OpenAlex,differential inclusion,OpenAIRE,1.0,5,5,5,1.0
test bench,OpenAIRE,test bench,OpenAlex,1.0,2,2,2,1.0
test bench,OpenAlex,test bench,OpenAIRE,1.0,2,2,2,1.0
metagenomics,OpenAIRE,metagenomics,OpenAlex,1.0,33,31,26,0.6842105263157895
amplicon,OpenAIRE,amplicon,OpenAlex,1.0,1,1,1,1.0
16s ribosomal rna,OpenAIRE,16s ribosomal rna,OpenAlex,1.0,5,6,5,0.8333333333333334
amplicon,OpenAlex,amplicon,OpenAIRE,1.0,1,1,1,1.0
16s ribosomal rna,OpenAlex,16s ribosomal rna,OpenAIRE,1.0,6,5,5,0.8333333333333334
passivity,OpenAIRE,passivity,OpenAlex,1.0,19,22,17,0.7083333333333334
advance care planning,OpenAIRE,advance care planning,OpenAlex,1.0,2,2,2,1.0
advance care planning,OpenAlex,advance care planning,OpenAIRE,1.0,2,2,2,1.0
silence,OpenAIRE,silence,OpenAlex,1.0,7,8,6,0.6666666666666666
silence,OpenAlex,silence,OpenAIRE,1.0,8,7,6,0.6666666666666666
circular economy,OpenAlex,circular economy,OpenAIRE,1.0,8,8,7,0.7777777777777778
twistor space,OpenAIRE,twistor space,OpenAlex,1.0,1,1,1,1.0
string theory,OpenAIRE,string theory,OpenAlex,1.0,6,4,4,0.6666666666666666
string theory,OpenAlex,string theory,OpenAIRE,1.0,4,6,4,0.6666666666666666
twistor space,OpenAlex,twistor space,OpenAIRE,1.0,1,1,1,1.0
copula (linguistics),OpenAIRE,copula (linguistics),OpenAlex,1.0,4,5,4,0.8
copula (linguistics),OpenAlex,copula (linguistics),OpenAIRE,1.0,5,4,4,0.8
binodal,OpenAIRE,binodal,OpenAlex,1.0,1,1,1,1.0
enthalpy of mixing,OpenAIRE,enthalpy of mixing,OpenAlex,1.0,1,1,1,1.0
binodal,OpenAlex,binodal,OpenAIRE,1.0,1,1,1,1.0
enthalpy of mixing,OpenAlex,enthalpy of mixing,OpenAIRE,1.0,1,1,1,1.0
adjacency matrix,OpenAIRE,adjacency matrix,OpenAlex,1.0,18,15,13,0.65
adjacency matrix,OpenAlex,adjacency matrix,OpenAIRE,1.0,15,18,13,0.65
thermogravimetric analysis,OpenAIRE,thermogravimetric analysis,OpenAlex,1.0,1,1,1,1.0
fourier transform infrared spectroscopy,OpenAIRE,fourier transform infrared spectroscopy,OpenAlex,1.0,5,4,4,0.8
thermogravimetric analysis,OpenAlex,thermogravimetric analysis,OpenAIRE,1.0,1,1,1,1.0
fourier transform infrared spectroscopy,OpenAlex,fourier transform infrared spectroscopy,OpenAIRE,1.0,4,5,4,0.8
circular dichroism,OpenAIRE,circular dichroism,OpenAlex,1.0,8,9,7,0.7
circular dichroism,OpenAlex,circular dichroism,OpenAIRE,1.0,9,8,7,0.7
anosognosia,OpenAIRE,anosognosia,OpenAlex,1.0,1,1,1,1.0
anosognosia,OpenAlex,anosognosia,OpenAIRE,1.0,1,1,1,1.0
collinearity,OpenAIRE,collinearity,OpenAlex,1.0,9,10,8,0.7272727272727273
overconsumption,OpenAIRE,overconsumption,OpenAlex,1.0,1,1,1,1.0
food intake,OpenAIRE,food intake,OpenAlex,1.0,2,3,2,0.6666666666666666
food intake,OpenAlex,food intake,OpenAIRE,1.0,3,2,2,0.6666666666666666
overconsumption,OpenAlex,overconsumption,OpenAIRE,1.0,1,1,1,1.0
unified medical language system,OpenAlex,unified medical language system,OpenAIRE,1.0,8,7,6,0.6666666666666666
opportunism,OpenAIRE,opportunism,OpenAlex,1.0,2,3,2,0.6666666666666666
opportunism,OpenAlex,opportunism,OpenAIRE,1.0,3,2,2,0.6666666666666666
panchromatic film,OpenAIRE,panchromatic film,OpenAlex,1.0,14,18,14,0.7777777777777778
panchromatic film,OpenAlex,panchromatic film,OpenAIRE,1.0,18,14,14,0.7777777777777778
monopolistic competition,OpenAIRE,monopolistic competition,OpenAlex,1.0,7,7,6,0.75
monopolistic competition,OpenAlex,monopolistic competition,OpenAIRE,1.0,7,7,6,0.75
controllability,OpenAIRE,controllability,OpenAlex,1.0,64,56,47,0.6438356164383562
salamander,OpenAIRE,salamander,OpenAlex,1.0,1,1,1,1.0
salamander,OpenAlex,salamander,OpenAIRE,1.0,1,1,1,1.0
active contour model,OpenAIRE,active contour model,OpenAlex,1.0,24,21,17,0.6071428571428571
openness to experience,OpenAlex,openness to experience,OpenAIRE,1.0,19,14,13,0.65
glass ceiling,OpenAIRE,glass ceiling,OpenAlex,1.0,1,1,1,1.0
glass ceiling,OpenAlex,glass ceiling,OpenAIRE,1.0,1,1,1,1.0
matroid,OpenAIRE,matroid,OpenAlex,1.0,3,2,2,0.6666666666666666
matroid,OpenAlex,matroid,OpenAIRE,1.0,2,3,2,0.6666666666666666
respondent,OpenAIRE,respondent,OpenAlex,1.0,9,13,9,0.6923076923076923
respondent,OpenAlex,respondent,OpenAIRE,1.0,13,9,9,0.6923076923076923
outgroup,OpenAIRE,outgroup,OpenAlex,1.0,9,7,7,0.7777777777777778
classical capacity,OpenAIRE,classical capacity,OpenAlex,1.0,2,3,2,0.6666666666666666
classical capacity,OpenAlex,classical capacity,OpenAIRE,1.0,3,2,2,0.6666666666666666
autodock,OpenAIRE,autodock,OpenAlex,1.0,3,3,3,1.0
docking (molecular),OpenAIRE,docking (animal),OpenAlex,0.9758370465825692,28,26,24,0.8
autodock,OpenAlex,autodock,OpenAIRE,1.0,3,3,3,1.0
unconsciousness,OpenAIRE,unconsciousness,OpenAlex,1.0,1,1,1,1.0
unconsciousness,OpenAlex,unconsciousness,OpenAIRE,1.0,1,1,1,1.0
neurochemical,OpenAIRE,neurochemical,OpenAlex,1.0,3,4,3,0.75
neurochemical,OpenAlex,neurochemical,OpenAIRE,1.0,4,3,3,0.75
hough transform,OpenAIRE,hough transform,OpenAlex,1.0,18,15,13,0.65
hypersurface,OpenAIRE,hypersurface,OpenAlex,1.0,3,4,3,0.75
hough transform,OpenAlex,hough transform,OpenAIRE,1.0,15,18,13,0.65
hypersurface,OpenAlex,hypersurface,OpenAIRE,1.0,4,3,3,0.75
tokamak,OpenAIRE,tokamak,OpenAlex,1.0,1,1,1,1.0
tokamak,OpenAlex,tokamak,OpenAIRE,1.0,1,1,1,1.0
theory of planned behavior,OpenAlex,theory of planned behavior,OpenAIRE,1.0,74,60,57,0.7402597402597403
molecular graphics,OpenAIRE,molecular graphics,OpenAlex,1.0,6,4,4,0.6666666666666666
molecular graphics,OpenAlex,molecular graphics,OpenAIRE,1.0,4,6,4,0.6666666666666666
mega-,OpenAIRE,mega-,OpenAlex,1.0,5,7,5,0.7142857142857143
mega-,OpenAlex,mega-,OpenAIRE,1.0,7,5,5,0.7142857142857143
hebbian theory,OpenAlex,hebbian theory,OpenAIRE,1.0,27,22,19,0.6333333333333333
helpfulness,OpenAIRE,helpfulness,OpenAlex,1.0,4,6,4,0.6666666666666666
moderated mediation,OpenAlex,moderated mediation,OpenAIRE,1.0,2,3,2,0.6666666666666666
helpfulness,OpenAlex,helpfulness,OpenAIRE,1.0,6,4,4,0.6666666666666666
ransac,OpenAIRE,ransac,OpenAlex,1.0,14,15,12,0.7058823529411765
ransac,OpenAlex,ransac,OpenAIRE,1.0,15,14,12,0.7058823529411765
pedestrian detection,OpenAIRE,pedestrian detection,OpenAlex,1.0,25,25,21,0.7241379310344828
pedestrian detection,OpenAlex,pedestrian detection,OpenAIRE,1.0,25,25,21,0.7241379310344828
lasso (programming language),OpenAlex,lasso (statistics),OpenAIRE,0.9543024020480222,44,35,30,0.6122448979591837
scatchard plot,OpenAIRE,scatchard plot,OpenAlex,1.0,1,1,1,1.0
scatchard plot,OpenAlex,scatchard plot,OpenAIRE,1.0,1,1,1,1.0
casp,OpenAIRE,casp,OpenAlex,1.0,6,6,5,0.7142857142857143
casp,OpenAlex,casp,OpenAIRE,1.0,6,6,5,0.7142857142857143
spotting,OpenAIRE,spotting,OpenAlex,1.0,9,11,8,0.6666666666666666
spotting,OpenAlex,spotting,OpenAIRE,1.0,11,9,8,0.6666666666666666
diffusion map,OpenAIRE,diffusion map,OpenAlex,1.0,9,9,7,0.6363636363636364
diffusion map,OpenAlex,diffusion map,OpenAIRE,1.0,9,9,7,0.6363636363636364
cointegration,OpenAIRE,cointegration,OpenAlex,1.0,11,12,9,0.6428571428571429
cointegration,OpenAlex,cointegration,OpenAIRE,1.0,12,11,9,0.6428571428571429
wisconsin card sorting test,OpenAIRE,wisconsin card sorting test,OpenAlex,1.0,2,2,2,1.0
wisconsin card sorting test,OpenAlex,wisconsin card sorting test,OpenAIRE,1.0,2,2,2,1.0
angle of arrival,OpenAIRE,angle of arrival,OpenAlex,1.0,3,3,3,1.0
angle of arrival,OpenAlex,angle of arrival,OpenAIRE,1.0,3,3,3,1.0
perl,OpenAIRE,perl,OpenAlex,1.0,8,9,8,0.8888888888888888
perl,OpenAlex,perl,OpenAIRE,1.0,9,8,8,0.8888888888888888
code reuse,OpenAIRE,code reuse,OpenAlex,1.0,2,2,2,1.0
code reuse,OpenAlex,code reuse,OpenAIRE,1.0,2,2,2,1.0
inter-process communication,OpenAlex,inter-process communication,OpenAIRE,1.0,2,3,2,0.6666666666666666
manifesto,OpenAIRE,manifesto,OpenAlex,1.0,6,7,6,0.8571428571428571
contact angle,OpenAlex,contact angle,OpenAIRE,1.0,6,7,5,0.625
diabetic retinopathy,OpenAIRE,diabetic retinopathy,OpenAlex,1.0,21,17,15,0.6521739130434783
polity,OpenAIRE,polity,OpenAlex,1.0,3,4,3,0.75
polity,OpenAlex,polity,OpenAIRE,1.0,4,3,3,0.75
visual odometry,OpenAlex,visual odometry,OpenAIRE,1.0,12,16,11,0.6470588235294118
delocalized electron,OpenAIRE,delocalized electron,OpenAlex,1.0,2,3,2,0.6666666666666666
exciton,OpenAIRE,exciton,OpenAlex,1.0,2,2,2,1.0
light-harvesting protein complexes,OpenAIRE,light-harvesting complex,OpenAlex,0.9603598863736352,1,1,1,1.0
exciton,OpenAlex,exciton,OpenAIRE,1.0,2,2,2,1.0
light-harvesting complex,OpenAlex,light-harvesting protein complexes,OpenAIRE,0.9603598863736352,1,1,1,1.0
delocalized electron,OpenAlex,delocalized electron,OpenAIRE,1.0,3,2,2,0.6666666666666666
spatial multiplexing,OpenAIRE,spatial multiplexing,OpenAlex,1.0,4,5,4,0.8
spatial multiplexing,OpenAlex,spatial multiplexing,OpenAIRE,1.0,5,4,4,0.8
negative affectivity,OpenAIRE,negative affectivity,OpenAlex,1.0,1,1,1,1.0
negative affectivity,OpenAlex,negative affectivity,OpenAIRE,1.0,1,1,1,1.0
dyskeratosis congenita,OpenAIRE,dyskeratosis congenita,OpenAlex,1.0,1,1,1,1.0
bone marrow failure,OpenAIRE,bone marrow failure,OpenAlex,1.0,1,1,1,1.0
dyskeratosis congenita,OpenAlex,dyskeratosis congenita,OpenAIRE,1.0,1,1,1,1.0
bone marrow failure,OpenAlex,bone marrow failure,OpenAIRE,1.0,1,1,1,1.0
laguerre polynomials,OpenAIRE,laguerre polynomials,OpenAlex,1.0,2,3,2,0.6666666666666666
laguerre's method,OpenAIRE,laguerre's method,OpenAlex,1.0,1,1,1,1.0
laguerre's method,OpenAlex,laguerre's method,OpenAIRE,1.0,1,1,1,1.0
laguerre polynomials,OpenAlex,laguerre polynomials,OpenAIRE,1.0,3,2,2,0.6666666666666666
bloom filters,OpenAIRE,bloom filter,OpenAlex,0.9574680083196332,1,1,1,1.0
automatic summarization,OpenAIRE,automatic summarization,OpenAlex,1.0,52,64,46,0.6571428571428571
bloom filter,OpenAlex,bloom filters,OpenAIRE,0.9574680083196332,1,1,1,1.0
automatic summarization,OpenAlex,automatic summarization,OpenAIRE,1.0,64,52,46,0.6571428571428571
solenoid,OpenAIRE,solenoid,OpenAlex,1.0,1,1,1,1.0
solenoid,OpenAlex,solenoid,OpenAIRE,1.0,1,1,1,1.0
klein bottle,OpenAIRE,klein bottle,OpenAlex,1.0,1,1,1,1.0
klein bottle,OpenAlex,klein bottle,OpenAIRE,1.0,1,1,1,1.0
diffraction tomography,OpenAIRE,diffraction tomography,OpenAlex,1.0,2,3,2,0.6666666666666666
diffraction tomography,OpenAlex,diffraction tomography,OpenAIRE,1.0,3,2,2,0.6666666666666666
visual cryptography,OpenAIRE,visual cryptography,OpenAlex,1.0,3,3,3,1.0
secret sharing,OpenAIRE,secret sharing,OpenAlex,1.0,5,5,4,0.6666666666666666
visual cryptography,OpenAlex,visual cryptography,OpenAIRE,1.0,3,3,3,1.0
formal concept analysis,OpenAIRE,formal concept analysis,OpenAlex,1.0,8,7,7,0.875
formal concept analysis,OpenAlex,formal concept analysis,OpenAIRE,1.0,7,8,7,0.875
database normalization,OpenAlex,database normalization,OpenAIRE,1.0,12,11,9,0.6428571428571429
collegiality,OpenAIRE,collegiality,OpenAlex,1.0,1,1,1,1.0
collegiality,OpenAlex,collegiality,OpenAIRE,1.0,1,1,1,1.0
chemokine,OpenAIRE,chemokine,OpenAlex,1.0,1,1,1,1.0
chemokine,OpenAlex,chemokine,OpenAIRE,1.0,1,1,1,1.0
inpainting,OpenAIRE,inpainting,OpenAlex,1.0,24,25,19,0.6333333333333333
inpainting,OpenAlex,inpainting,OpenAIRE,1.0,25,24,19,0.6333333333333333
tractography,OpenAlex,tractography,OpenAIRE,1.0,24,25,20,0.6896551724137931
honeypot,OpenAIRE,honeypot,OpenAlex,1.0,1,1,1,1.0
honeypot,OpenAlex,honeypot,OpenAIRE,1.0,1,1,1,1.0
quality function deployment,OpenAlex,quality function deployment,OpenAIRE,1.0,2,3,2,0.6666666666666666
collectivism,OpenAIRE,collectivism,OpenAlex,1.0,5,8,5,0.625
collectivism,OpenAlex,collectivism,OpenAIRE,1.0,8,5,5,0.625
phylogenetic diversity,OpenAIRE,phylogenetic diversity,OpenAlex,1.0,3,3,3,1.0
phylogenetic diversity,OpenAlex,phylogenetic diversity,OpenAIRE,1.0,3,3,3,1.0
stereotypy,OpenAIRE,stereotypy,OpenAlex,1.0,1,1,1,1.0
stereotypy,OpenAlex,stereotypy,OpenAIRE,1.0,1,1,1,1.0
rivalry,OpenAIRE,rivalry,OpenAlex,1.0,11,11,9,0.6923076923076923
rivalry,OpenAlex,rivalry,OpenAIRE,1.0,11,11,9,0.6923076923076923
impulse noise,OpenAIRE,impulse noise,OpenAlex,1.0,10,9,8,0.7272727272727273
impulse noise,OpenAlex,impulse noise,OpenAIRE,1.0,9,10,8,0.7272727272727273
jerk,OpenAIRE,jerk,OpenAlex,1.0,8,8,7,0.7777777777777778
finger tapping,OpenAIRE,finger tapping,OpenAlex,1.0,1,1,1,1.0
jerk,OpenAlex,jerk,OpenAIRE,1.0,8,8,7,0.7777777777777778
finger tapping,OpenAlex,finger tapping,OpenAIRE,1.0,1,1,1,1.0
sma*,OpenAIRE,sma*,OpenAlex,1.0,8,7,6,0.6666666666666666
sma*,OpenAlex,sma*,OpenAIRE,1.0,7,8,6,0.6666666666666666
isolation by distance,OpenAIRE,isolation by distance,OpenAlex,1.0,6,4,4,0.6666666666666666
urban green space,OpenAIRE,urban green space,OpenAlex,1.0,2,2,2,1.0
urban green space,OpenAlex,urban green space,OpenAIRE,1.0,2,2,2,1.0
boolean network,OpenAIRE,boolean network,OpenAlex,1.0,5,7,5,0.7142857142857143
phonon,OpenAIRE,phonon,OpenAlex,1.0,6,8,6,0.75
graphene,OpenAlex,graphene,OpenAIRE,1.0,20,18,16,0.7272727272727273
downscaling,OpenAIRE,downscaling,OpenAlex,1.0,8,11,8,0.7272727272727273
downscaling,OpenAlex,downscaling,OpenAIRE,1.0,11,8,8,0.7272727272727273
fluidics,OpenAlex,fluidics,OpenAIRE,1.0,7,6,5,0.625
religiosity,OpenAIRE,religiosity,OpenAlex,1.0,5,5,5,1.0
religiosity,OpenAlex,religiosity,OpenAIRE,1.0,5,5,5,1.0
sibling,OpenAIRE,sibling,OpenAlex,1.0,3,2,2,0.6666666666666666
inbreeding avoidance,OpenAIRE,inbreeding avoidance,OpenAlex,1.0,3,4,3,0.75
inbreeding avoidance,OpenAlex,inbreeding avoidance,OpenAIRE,1.0,4,3,3,0.75
sibling,OpenAlex,sibling,OpenAIRE,1.0,2,3,2,0.6666666666666666
epigenesis,OpenAIRE,epigenesis,OpenAlex,1.0,6,4,4,0.6666666666666666
epigenesis,OpenAlex,epigenesis,OpenAIRE,1.0,4,6,4,0.6666666666666666
persuasion,OpenAIRE,persuasion,OpenAlex,1.0,22,22,17,0.6296296296296297
persuasion,OpenAlex,persuasion,OpenAIRE,1.0,22,22,17,0.6296296296296297
presumption,OpenAIRE,presumption,OpenAlex,1.0,4,3,3,0.75
presumption,OpenAlex,presumption,OpenAIRE,1.0,3,4,3,0.75
river ecosystem,OpenAIRE,river ecosystem,OpenAlex,1.0,3,2,2,0.6666666666666666
river ecosystem,OpenAlex,river ecosystem,OpenAIRE,1.0,2,3,2,0.6666666666666666
laser tracker,OpenAIRE,laser tracker,OpenAlex,1.0,1,1,1,1.0
laser tracker,OpenAlex,laser tracker,OpenAIRE,1.0,1,1,1,1.0
hilbert spectral analysis,OpenAIRE,hilbert spectral analysis,OpenAlex,1.0,2,2,2,1.0
hilbert transform,OpenAIRE,hilbert transform,OpenAlex,1.0,8,6,6,0.75
hilbert–huang transform,OpenAlex,hilbert–huang transform,OpenAIRE,1.0,22,19,18,0.782608695652174
hilbert spectral analysis,OpenAlex,hilbert spectral analysis,OpenAIRE,1.0,2,2,2,1.0
hilbert transform,OpenAlex,hilbert transform,OpenAIRE,1.0,6,8,6,0.75
iris recognition,OpenAIRE,iris recognition,OpenAlex,1.0,14,12,12,0.8571428571428571
hfss,OpenAIRE,hfss,OpenAlex,1.0,1,1,1,1.0
hfss,OpenAlex,hfss,OpenAIRE,1.0,1,1,1,1.0
sitting,OpenAIRE,sitting,OpenAlex,1.0,6,6,5,0.7142857142857143
sitting,OpenAlex,sitting,OpenAIRE,1.0,6,6,5,0.7142857142857143
weighted voronoi diagram,OpenAIRE,weighted voronoi diagram,OpenAlex,1.0,5,5,4,0.6666666666666666
weighted voronoi diagram,OpenAlex,weighted voronoi diagram,OpenAIRE,1.0,5,5,4,0.6666666666666666
possessive,OpenAIRE,possessive,OpenAlex,1.0,1,1,1,1.0
possessive,OpenAlex,possessive,OpenAIRE,1.0,1,1,1,1.0
brand loyalty,OpenAlex,brand loyalty,OpenAIRE,1.0,7,8,6,0.6666666666666666
multilinear map,OpenAIRE,multilinear map,OpenAlex,1.0,7,8,6,0.6666666666666666
multilinear map,OpenAlex,multilinear map,OpenAIRE,1.0,8,7,6,0.6666666666666666
satisficing,OpenAIRE,satisficing,OpenAlex,1.0,13,12,10,0.6666666666666666
simulation theory of empathy,OpenAIRE,simulation theory of empathy,OpenAlex,1.0,6,7,5,0.625
simulation theory of empathy,OpenAlex,simulation theory of empathy,OpenAIRE,1.0,7,6,5,0.625
clinical endpoint,OpenAIRE,clinical endpoint,OpenAlex,1.0,2,3,2,0.6666666666666666
stressor,OpenAIRE,stressor,OpenAlex,1.0,16,21,15,0.6818181818181818
stressor,OpenAlex,stressor,OpenAIRE,1.0,21,16,15,0.6818181818181818
database normalization,OpenAIRE,database normalization,OpenAlex,1.0,11,12,9,0.6428571428571429
baud,OpenAIRE,baud,OpenAlex,1.0,1,1,1,1.0
baud,OpenAlex,baud,OpenAIRE,1.0,1,1,1,1.0
gestalt psychology,OpenAIRE,gestalt psychology,OpenAlex,1.0,12,16,11,0.6470588235294118
parallel coordinates,OpenAIRE,parallel coordinates,OpenAlex,1.0,1,1,1,1.0
parallel coordinates,OpenAlex,parallel coordinates,OpenAIRE,1.0,1,1,1,1.0
electrically powered spacecraft propulsion,OpenAIRE,electrically powered spacecraft propulsion,OpenAlex,1.0,1,1,1,1.0
switched reluctance motor,OpenAIRE,switched reluctance motor,OpenAlex,1.0,8,8,8,1.0
switched reluctance motor,OpenAlex,switched reluctance motor,OpenAIRE,1.0,8,8,8,1.0
electrically powered spacecraft propulsion,OpenAlex,electrically powered spacecraft propulsion,OpenAIRE,1.0,1,1,1,1.0
vest,OpenAIRE,vest,OpenAlex,1.0,1,1,1,1.0
atrial flutter,OpenAIRE,atrial flutter,OpenAlex,1.0,2,2,2,1.0
right bundle branch block,OpenAIRE,right bundle branch block,OpenAlex,1.0,3,3,3,1.0
right bundle branch block,OpenAlex,right bundle branch block,OpenAIRE,1.0,3,3,3,1.0
vest,OpenAlex,vest,OpenAIRE,1.0,1,1,1,1.0
atrial flutter,OpenAlex,atrial flutter,OpenAIRE,1.0,2,2,2,1.0
fault tree analysis,OpenAIRE,fault tree analysis,OpenAlex,1.0,6,6,6,1.0
fault tree analysis,OpenAlex,fault tree analysis,OpenAIRE,1.0,6,6,6,1.0
petri net,OpenAlex,petri net,OpenAIRE,1.0,12,15,12,0.8
lattice boltzmann methods,OpenAIRE,lattice boltzmann methods,OpenAlex,1.0,1,1,1,1.0
lattice boltzmann methods,OpenAlex,lattice boltzmann methods,OpenAIRE,1.0,1,1,1,1.0
tapering,OpenAIRE,tapering,OpenAlex,1.0,3,3,3,1.0
tapering,OpenAlex,tapering,OpenAIRE,1.0,3,3,3,1.0
trajectory optimization,OpenAIRE,trajectory optimization,OpenAlex,1.0,15,14,11,0.6111111111111112
orthogonal collocation,OpenAIRE,orthogonal collocation,OpenAlex,1.0,2,2,2,1.0
orthogonal collocation,OpenAlex,orthogonal collocation,OpenAIRE,1.0,2,2,2,1.0
trajectory optimization,OpenAlex,trajectory optimization,OpenAIRE,1.0,14,15,11,0.6111111111111112
uninterruptible power supply,OpenAIRE,uninterruptible power supply,OpenAlex,1.0,2,2,2,1.0
uninterruptible power supply,OpenAlex,uninterruptible power supply,OpenAIRE,1.0,2,2,2,1.0
mendelian randomization analysis,OpenAIRE,mendelian randomization,OpenAlex,0.9331613642226064,8,9,7,0.7
mendelian randomization,OpenAlex,mendelian randomization analysis,OpenAIRE,0.9331613642226064,9,8,7,0.7
dysfunctional family,OpenAIRE,dysfunctional family,OpenAlex,1.0,6,7,6,0.8571428571428571
dysfunctional family,OpenAlex,dysfunctional family,OpenAIRE,1.0,7,6,6,0.8571428571428571
time geography,OpenAIRE,time geography,OpenAlex,1.0,3,3,3,1.0
time geography,OpenAlex,time geography,OpenAIRE,1.0,3,3,3,1.0
active packaging,OpenAIRE,active packaging,OpenAlex,1.0,3,3,3,1.0
active packaging,OpenAlex,active packaging,OpenAIRE,1.0,3,3,3,1.0
indigenous,OpenAlex,indigenous,OpenAIRE,1.0,6,6,5,0.7142857142857143
cerebral palsy,OpenAIRE,cerebral palsy,OpenAlex,1.0,7,5,5,0.7142857142857143
cerebral palsy,OpenAlex,cerebral palsy,OpenAIRE,1.0,5,7,5,0.7142857142857143
nationality,OpenAIRE,nationality,OpenAlex,1.0,2,3,2,0.6666666666666666
nationality,OpenAlex,nationality,OpenAIRE,1.0,3,2,2,0.6666666666666666
probability of default,OpenAIRE,probability of default,OpenAlex,1.0,1,1,1,1.0
probability of default,OpenAlex,probability of default,OpenAIRE,1.0,1,1,1,1.0
exponential random graph models,OpenAIRE,exponential random graph models,OpenAlex,1.0,4,5,4,0.8
exponential random graph models,OpenAlex,exponential random graph models,OpenAIRE,1.0,5,4,4,0.8
secret sharing,OpenAlex,secret sharing,OpenAIRE,1.0,5,5,4,0.6666666666666666
successful aging,OpenAIRE,successful aging,OpenAlex,1.0,5,5,4,0.6666666666666666
successful aging,OpenAlex,successful aging,OpenAIRE,1.0,5,5,4,0.6666666666666666
cellular automaton,OpenAlex,cellular automaton,OpenAIRE,1.0,40,32,30,0.7142857142857143
hollywood,OpenAIRE,hollywood,OpenAlex,1.0,1,1,1,1.0
hollywood,OpenAlex,hollywood,OpenAIRE,1.0,1,1,1,1.0
fiducial marker,OpenAIRE,fiducial marker,OpenAlex,1.0,13,18,12,0.631578947368421
occlusion,OpenAIRE,occlusion,OpenAlex,1.0,7,6,5,0.625
occlusion,OpenAlex,occlusion,OpenAIRE,1.0,6,7,5,0.625
fiducial marker,OpenAlex,fiducial marker,OpenAIRE,1.0,18,13,12,0.631578947368421
allostasis,OpenAIRE,allostasis,OpenAlex,1.0,5,6,5,0.8333333333333334
allostasis,OpenAlex,allostasis,OpenAIRE,1.0,6,5,5,0.8333333333333334
heterotic string theory,OpenAIRE,heterotic string theory,OpenAlex,1.0,1,1,1,1.0
heterotic string theory,OpenAlex,heterotic string theory,OpenAIRE,1.0,1,1,1,1.0
financial statement,OpenAIRE,financial statement,OpenAlex,1.0,2,3,2,0.6666666666666666
bankruptcy prediction,OpenAIRE,bankruptcy prediction,OpenAlex,1.0,8,10,7,0.6363636363636364
bankruptcy prediction,OpenAlex,bankruptcy prediction,OpenAIRE,1.0,10,8,7,0.6363636363636364
financial statement,OpenAlex,financial statement,OpenAIRE,1.0,3,2,2,0.6666666666666666
diamond,OpenAIRE,diamond,OpenAlex,1.0,3,3,3,1.0
diamond,OpenAlex,diamond,OpenAIRE,1.0,3,3,3,1.0
metabolomics,OpenAIRE,metabolomics,OpenAlex,1.0,17,12,11,0.6111111111111112
place attachment,OpenAIRE,place attachment,OpenAlex,1.0,5,5,5,1.0
place attachment,OpenAlex,place attachment,OpenAIRE,1.0,5,5,5,1.0
legitimation,OpenAIRE,legitimation,OpenAlex,1.0,6,9,6,0.6666666666666666
legitimation,OpenAlex,legitimation,OpenAIRE,1.0,9,6,6,0.6666666666666666
jigsaw,OpenAIRE,jigsaw,OpenAlex,1.0,4,4,4,1.0
jigsaw,OpenAlex,jigsaw,OpenAIRE,1.0,4,4,4,1.0
logistic model tree,OpenAIRE,logistic model tree,OpenAlex,1.0,7,6,5,0.625
logistic model tree,OpenAlex,logistic model tree,OpenAIRE,1.0,6,7,5,0.625
energy supply,OpenAlex,energy supply,OpenAIRE,1.0,2,3,2,0.6666666666666666
praxis,OpenAIRE,praxis,OpenAlex,1.0,6,8,6,0.75
praxis,OpenAlex,praxis,OpenAIRE,1.0,8,6,6,0.75
omnichannel,OpenAIRE,omnichannel,OpenAlex,1.0,2,2,2,1.0
omnichannel,OpenAlex,omnichannel,OpenAIRE,1.0,2,2,2,1.0
iron oxide nanoparticles,OpenAIRE,iron oxide,OpenAlex,0.945821854449469,2,3,2,0.6666666666666666
iron oxide,OpenAIRE,iron oxide,OpenAlex,1.0,2,3,2,0.6666666666666666
superparamagnetism,OpenAIRE,superparamagnetism,OpenAlex,1.0,3,4,3,0.75
