Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
value network,OpenAIRE,value network,OpenAlex,1.0,14,14,4,0.1666666666666666
network management,OpenAIRE,network management,OpenAlex,1.0,23,10,6,0.2222222222222222
eigenfunction,OpenAIRE,eigenfunction,OpenAlex,1.0,23,30,18,0.5142857142857142
scene graph,OpenAIRE,scene graph,OpenAlex,1.0,14,17,9,0.4090909090909091
atom interferometer,OpenAIRE,atom interferometer,OpenAlex,1.0,9,11,9,0.8181818181818182
human intelligence,OpenAIRE,human intelligence,OpenAlex,1.0,50,55,18,0.2068965517241379
narrative,OpenAIRE,narrative,OpenAlex,1.0,243,342,200,0.5194805194805194
wavelength-division multiplexing,OpenAIRE,wavelength-division multiplexing,OpenAlex,1.0,10,17,7,0.35
computational neuroscience,OpenAIRE,computational neuroscience,OpenAlex,1.0,93,99,22,0.1294117647058823
biological neural network,OpenAIRE,biological neural network,OpenAlex,1.0,129,143,54,0.2477064220183486
foundation (evidence),OpenAIRE,foundation (evidence),OpenAlex,1.0,49,138,23,0.1402439024390244
systems theory,OpenAIRE,systems theory,OpenAlex,1.0,160,65,21,0.1029411764705882
convexity,OpenAIRE,convexity,OpenAlex,1.0,49,63,38,0.5135135135135135
uniqueness,OpenAIRE,uniqueness,OpenAlex,1.0,140,161,102,0.5125628140703518
counterfactual thinking,OpenAIRE,counterfactual thinking,OpenAlex,1.0,56,85,47,0.5
poverty,OpenAIRE,poverty,OpenAlex,1.0,93,83,54,0.4426229508196721
pregnancy,OpenAIRE,pregnancy,OpenAlex,1.0,154,252,46,0.1277777777777777
causal inference,OpenAIRE,causal inference,OpenAlex,1.0,212,307,178,0.5219941348973607
demographic economics,OpenAIRE,demographic economics,OpenAlex,1.0,136,331,88,0.2321899736147757
tourism,OpenAIRE,tourism,OpenAlex,1.0,236,325,219,0.6403508771929824
great rift,OpenAIRE,great rift,OpenAlex,1.0,9,10,6,0.4615384615384615
tourism geography,OpenAIRE,tourism geography,OpenAlex,1.0,40,41,25,0.4464285714285714
visual search,OpenAIRE,visual search,OpenAlex,1.0,274,224,162,0.4821428571428571
inhibition of return,OpenAIRE,inhibition of return,OpenAlex,1.0,9,8,5,0.4166666666666667
visual attention,OpenAIRE,visual attention,OpenAlex,1.0,100,94,21,0.1213872832369942
recall,OpenAIRE,recall,OpenAlex,1.0,343,457,285,0.5533980582524272
dyslexia,OpenAIRE,dyslexia,OpenAlex,1.0,51,49,35,0.5384615384615384
mass transfer,OpenAIRE,mass transfer,OpenAlex,1.0,9,8,6,0.5454545454545454
boundary (topology),OpenAIRE,boundary (topology),OpenAlex,1.0,245,470,175,0.324074074074074
exponential growth,OpenAIRE,exponential growth,OpenAlex,1.0,47,54,17,0.2023809523809523
mechanics,OpenAIRE,mechanics,OpenAlex,1.0,472,1207,350,0.2633559066967645
heat transfer,OpenAIRE,heat transfer,OpenAlex,1.0,36,38,17,0.2982456140350877
exponential function,OpenAIRE,exponential function,OpenAlex,1.0,153,209,81,0.2882562277580071
similarity solution,OpenAIRE,similarity solution,OpenAlex,1.0,8,21,5,0.2083333333333333
thermal,OpenAIRE,thermal,OpenAlex,1.0,69,127,37,0.2327044025157232
boundary value problem,OpenAIRE,boundary value problem,OpenAlex,1.0,155,213,73,0.247457627118644
boundary layer,OpenAIRE,boundary layer,OpenAlex,1.0,46,57,28,0.3733333333333333
flow (mathematics),OpenAIRE,flow (mathematics),OpenAlex,1.0,197,465,131,0.2467043314500941
peer-to-peer,OpenAIRE,peer-to-peer,OpenAlex,1.0,8,15,3,0.15
reputation,OpenAIRE,reputation,OpenAlex,1.0,110,126,90,0.6164383561643836
corporate identity,OpenAIRE,corporate identity,OpenAlex,1.0,7,9,5,0.4545454545454545
mean squared error,OpenAIRE,mean squared error,OpenAlex,1.0,343,384,188,0.3487940630797773
turbine,OpenAIRE,turbine,OpenAlex,1.0,147,195,134,0.6442307692307693
approximation error,OpenAIRE,approximation error,OpenAlex,1.0,91,48,16,0.1300813008130081
mean absolute percentage error,OpenAIRE,mean absolute percentage error,OpenAlex,1.0,50,47,35,0.5645161290322581
mismatch negativity,OpenAIRE,mismatch negativity,OpenAlex,1.0,18,14,11,0.5238095238095238
least squares support vector machine,OpenAIRE,least squares support vector machine,OpenAlex,1.0,76,43,23,0.2395833333333333
radial basis function,OpenAIRE,radial basis function,OpenAlex,1.0,182,176,128,0.5565217391304348
hyperparameter optimization,OpenAIRE,hyperparameter optimization,OpenAlex,1.0,38,35,20,0.3773584905660377
motor control,OpenAIRE,motor control,OpenAlex,1.0,307,303,157,0.3465783664459161
materials informatics,OpenAIRE,materials informatics,OpenAlex,1.0,11,10,7,0.5
community resilience,OpenAIRE,community resilience,OpenAlex,1.0,4,10,3,0.2727272727272727
autoregressive integrated moving average,OpenAIRE,autoregressive integrated moving average,OpenAlex,1.0,95,128,83,0.5928571428571429
time series,OpenAIRE,time series,OpenAlex,1.0,400,538,221,0.3082287308228731
autoregressive model,OpenAIRE,autoregressive model,OpenAlex,1.0,228,320,181,0.4931880108991825
nonlinear autoregressive exogenous model,OpenAIRE,nonlinear autoregressive exogenous model,OpenAlex,1.0,13,16,9,0.45
combinatorial auction,OpenAIRE,combinatorial auction,OpenAlex,1.0,5,10,4,0.3636363636363636
common value auction,OpenAIRE,common value auction,OpenAlex,1.0,34,38,25,0.5319148936170213
combinatorial optimization,OpenAIRE,combinatorial optimization,OpenAlex,1.0,120,62,34,0.2297297297297297
aggregate data,OpenAIRE,aggregate data,OpenAlex,1.0,8,11,4,0.2666666666666666
lexicon,OpenAIRE,lexicon,OpenAlex,1.0,201,240,141,0.47
threatened species,OpenAIRE,threatened species,OpenAlex,1.0,18,18,14,0.6363636363636364
listing (finance),OpenAIRE,listing (finance),OpenAlex,1.0,7,30,5,0.15625
habitat,OpenAIRE,habitat,OpenAlex,1.0,167,431,143,0.3142857142857143
efferent,OpenAIRE,efferent,OpenAlex,1.0,15,23,12,0.4615384615384615
auditory system,OpenAIRE,auditory system,OpenAlex,1.0,45,39,20,0.3125
afferent,OpenAIRE,afferent,OpenAlex,1.0,15,49,8,0.1428571428571428
conformal anomaly,OpenAIRE,conformal anomaly,OpenAlex,1.0,7,6,2,0.1818181818181818
conformal symmetry,OpenAIRE,conformal symmetry,OpenAlex,1.0,8,9,4,0.3076923076923077
polynomial chaos,OpenAIRE,polynomial chaos,OpenAlex,1.0,11,12,9,0.6428571428571429
polynomial,OpenAIRE,polynomial,OpenAlex,1.0,172,250,99,0.3065015479876161
social preferences,OpenAIRE,social preferences,OpenAlex,1.0,13,8,3,0.1666666666666666
debriefing,OpenAIRE,debriefing,OpenAlex,1.0,10,8,7,0.6363636363636364
formative assessment,OpenAIRE,formative assessment,OpenAlex,1.0,71,74,49,0.5104166666666666
salient,OpenAIRE,salient,OpenAlex,1.0,379,852,334,0.3723522853957636
network analysis,OpenAIRE,network analysis,OpenAlex,1.0,205,110,40,0.1454545454545454
oscillator phase noise,OpenAIRE,oscillator phase noise,OpenAlex,1.0,19,18,12,0.48
power graph analysis,OpenAIRE,power graph analysis,OpenAlex,1.0,24,25,7,0.1666666666666666
y-factor,OpenAIRE,y-factor,OpenAlex,1.0,14,9,3,0.15
active filter,OpenAIRE,active filter,OpenAlex,1.0,56,47,40,0.6349206349206349
harmonics,OpenAIRE,harmonics,OpenAlex,1.0,147,151,106,0.5520833333333334
harmonic,OpenAIRE,harmonics,OpenAlex,1.0000000141458585,113,151,40,0.1785714285714285
power factor,OpenAIRE,power factor,OpenAlex,1.0,122,83,58,0.3945578231292517
flicker,OpenAIRE,flicker,OpenAlex,1.0,27,34,17,0.3863636363636363
climatology,OpenAIRE,climatology,OpenAlex,1.0,333,253,117,0.2494669509594882
temporal scales,OpenAIRE,temporal scales,OpenAlex,1.0,41,37,15,0.238095238095238
physical geography,OpenAIRE,physical geography,OpenAlex,1.0,30,67,14,0.1686746987951807
climate change,OpenAIRE,climate change,OpenAlex,1.0,263,402,191,0.4029535864978903
period (music),OpenAIRE,period (music),OpenAlex,1.0,70,104,24,0.16
spatial ecology,OpenAIRE,spatial ecology,OpenAlex,1.0,97,91,26,0.1604938271604938
dissipation,OpenAIRE,dissipation,OpenAlex,1.0,68,91,48,0.4324324324324324
biochemical engineering,OpenAIRE,biochemical engineering,OpenAlex,1.0,183,488,141,0.2660377358490566
credibility,OpenAIRE,credibility,OpenAlex,1.0,90,128,73,0.503448275862069
personal pronoun,OpenAIRE,personal pronoun,OpenAlex,1.0,10,11,4,0.2352941176470588
rhetorical question,OpenAIRE,rhetorical question,OpenAlex,1.0,33,39,23,0.4693877551020408
academic writing,OpenAIRE,academic writing,OpenAlex,1.0,15,20,10,0.4
invisibility,OpenAIRE,invisibility,OpenAlex,1.0,25,35,21,0.5384615384615384
eusociality,OpenAIRE,eusociality,OpenAlex,1.0,12,13,8,0.4705882352941176
competitor analysis,OpenAIRE,competitor analysis,OpenAlex,1.0,57,71,43,0.5058823529411764
dominance hierarchy,OpenAIRE,dominance hierarchy,OpenAlex,1.0,10,7,5,0.4166666666666667
group selection,OpenAIRE,group selection,OpenAlex,1.0,63,103,40,0.3174603174603174
hymenoptera,OpenAIRE,hymenoptera,OpenAlex,1.0,26,39,11,0.2037037037037037
aggression,OpenAIRE,aggression,OpenAlex,1.0,122,98,75,0.5172413793103449
topological map,OpenAIRE,topological map,OpenAlex,1.0,10,6,5,0.4545454545454545
simultaneous localization and mapping,OpenAIRE,simultaneous localization and mapping,OpenAlex,1.0,81,89,54,0.4655172413793103
configuration space,OpenAIRE,configuration space,OpenAlex,1.0,49,47,21,0.28
modernization theory,OpenAIRE,modernization theory,OpenAlex,1.0,9,15,6,0.3333333333333333
early adopter,OpenAIRE,early adopter,OpenAlex,1.0,11,22,6,0.2222222222222222
electroencephalography,OpenAIRE,electroencephalography,OpenAlex,1.0,837,896,587,0.512216404886562
magnetoencephalography,OpenAIRE,electroencephalography,OpenAlex,1.0000000044896042,148,896,108,0.1153846153846153
doping,OpenAIRE,doping,OpenAlex,1.0,15,14,7,0.3181818181818182
brain-computer interface,OpenAIRE,brain-computer interface,OpenAlex,1.0,76,125,61,0.4357142857142857
audiology,OpenAIRE,audiology,OpenAlex,1.0,542,909,433,0.4253438113948919
distributed shared memory,OpenAIRE,distributed shared memory,OpenAlex,1.0,10,8,6,0.5
human resource management,OpenAIRE,human resource management,OpenAlex,1.0,140,105,68,0.384180790960452
human resources,OpenAIRE,human resources,OpenAlex,1.0,78,61,32,0.2990654205607476
mixed finite element method,OpenAIRE,mixed finite element method,OpenAlex,1.0,27,14,11,0.3666666666666666
image fusion,OpenAIRE,image fusion,OpenAlex,1.0,176,170,124,0.5585585585585585
sensor fusion,OpenAIRE,sensor fusion,OpenAlex,1.0,347,285,179,0.3951434878587196
fusion,OpenAIRE,fusion,OpenAlex,1.0,59,185,37,0.178743961352657
multinomial probit,OpenAIRE,multinomial probit,OpenAlex,1.0,17,15,10,0.4545454545454545
reflectivity,OpenAIRE,reflectivity,OpenAlex,1.0,74,132,33,0.1907514450867052
photoplethysmogram,OpenAIRE,photoplethysmogram,OpenAlex,1.0,28,33,25,0.6944444444444444
interpersonal influence,OpenAIRE,interpersonal influence,OpenAlex,1.0,9,8,2,0.1333333333333333
computation tree logic,OpenAIRE,computation tree logic,OpenAlex,1.0,15,16,11,0.55
ctl*,OpenAIRE,ctl*,OpenAlex,1.0,8,9,8,0.8888888888888888
numerical control,OpenAIRE,numerical control,OpenAlex,1.0,21,12,7,0.2692307692307692
automation,OpenAIRE,automation,OpenAlex,1.0,434,283,185,0.3477443609022556
manufacturing engineering,OpenAIRE,manufacturing engineering,OpenAlex,1.0,149,379,109,0.2601431980906921
engineering drawing,OpenAIRE,engineering drawing,OpenAlex,1.0,187,226,46,0.1253405994550408
cad,OpenAIRE,cad,OpenAlex,1.0,52,76,33,0.3473684210526316
machine tool,OpenAIRE,machine tool,OpenAlex,1.0,60,51,34,0.4415584415584415
modal analysis,OpenAIRE,modal analysis,OpenAlex,1.0,60,48,30,0.3846153846153846
industrial engineering,OpenAIRE,industrial engineering,OpenAlex,1.0,235,377,86,0.1634980988593156
machining,OpenAIRE,machining,OpenAlex,1.0,103,133,88,0.5945945945945946
psychological intervention,OpenAIRE,psychological intervention,OpenAlex,1.0,401,582,334,0.514637904468413
adolescent health,OpenAIRE,adolescent health,OpenAlex,1.0,13,6,4,0.2666666666666666
erikson's stages of psychosocial development,OpenAIRE,erikson's stages of psychosocial development,OpenAlex,1.0,46,18,6,0.1034482758620689
positive youth development,OpenAIRE,positive youth development,OpenAlex,1.0,13,9,6,0.375
respiratory rate,OpenAIRE,respiratory rate,OpenAlex,1.0,15,9,6,0.3333333333333333
pulse oximetry,OpenAIRE,pulse oximetry,OpenAlex,1.0,9,9,8,0.8
session (web analytics),OpenAIRE,session (web analytics),OpenAlex,1.0,50,132,37,0.2551724137931034
boolean conjunctive query,OpenAIRE,boolean conjunctive query,OpenAlex,1.0,13,7,5,0.3333333333333333
implicit learning,OpenAIRE,implicit learning,OpenAlex,1.0,54,48,31,0.4366197183098591
sequence learning,OpenAIRE,sequence learning,OpenAlex,1.0,97,69,34,0.2575757575757575
implicit memory,OpenAIRE,implicit memory,OpenAlex,1.0,37,25,11,0.2156862745098039
explicit memory,OpenAIRE,explicit memory,OpenAlex,1.0,48,30,14,0.21875
epitope,OpenAIRE,epitope,OpenAlex,1.0,23,16,15,0.625
antigen,OpenAIRE,antigen,OpenAlex,1.0,36,63,19,0.2375
innovation management,OpenAIRE,innovation management,OpenAlex,1.0,69,29,17,0.2098765432098765
ordination,OpenAIRE,ordination,OpenAlex,1.0,22,33,18,0.4864864864864865
taxon,OpenAIRE,taxon,OpenAlex,1.0,74,105,46,0.3458646616541353
trait,OpenAIRE,trait,OpenAlex,1.0,270,472,235,0.4635108481262327
community,OpenAIRE,community,OpenAlex,1.0,32,32,7,0.1228070175438596
relative species abundance,OpenAIRE,relative species abundance,OpenAlex,1.0,12,19,8,0.3478260869565217
perceptron,OpenAIRE,perceptron,OpenAlex,1.0,249,282,168,0.4628099173553719
encode,OpenAIRE,encode,OpenAlex,1.0,94,247,66,0.24
floating point,OpenAIRE,floating point,OpenAlex,1.0,15,9,4,0.2
supply chain management,OpenAIRE,supply chain management,OpenAlex,1.0,298,365,218,0.4898876404494382
supply chain,OpenAIRE,supply chain,OpenAlex,1.0,382,540,340,0.584192439862543
service management,OpenAIRE,service management,OpenAlex,1.0,77,84,41,0.3416666666666667
supply chain risk management,OpenAIRE,supply chain risk management,OpenAlex,1.0,79,77,53,0.5145631067961165
intervention (counseling),OpenAIRE,intervention (counseling),OpenAlex,1.0,224,418,172,0.3659574468085106
occupational therapy,OpenAIRE,occupational therapy,OpenAlex,1.0,35,11,8,0.2105263157894736
analytic hierarchy process,OpenAIRE,analytic hierarchy process,OpenAlex,1.0,239,307,206,0.6058823529411764
preventive maintenance,OpenAIRE,preventive maintenance,OpenAlex,1.0,16,11,5,0.2272727272727272
failure mode effects and criticality analysis,OpenAIRE,failure mode effects and criticality analysis,OpenAlex,1.0,6,8,5,0.5555555555555556
failure mode and effects analysis,OpenAIRE,failure mode and effects analysis,OpenAlex,1.0,38,36,34,0.85
tracking error,OpenAIRE,tracking error,OpenAlex,1.0,109,145,80,0.4597701149425287
passivity,OpenAIRE,passivity,OpenAlex,1.0,51,60,46,0.7076923076923077
software system,OpenAIRE,software system,OpenAlex,1.0,135,114,29,0.1318181818181818
invertebrate,OpenAIRE,invertebrate,OpenAlex,1.0,15,16,9,0.4090909090909091
software development,OpenAIRE,software development,OpenAlex,1.0,174,260,87,0.2507204610951009
ictal,OpenAIRE,ictal,OpenAlex,1.0,54,58,48,0.75
paradigm shift,OpenAIRE,paradigm shift,OpenAlex,1.0,61,52,18,0.1894736842105263
vikor method,OpenAIRE,vikor method,OpenAlex,1.0,25,32,23,0.6764705882352942
multiple-criteria decision analysis,OpenAIRE,multiple-criteria decision analysis,OpenAlex,1.0,183,216,142,0.5525291828793775
morality,OpenAIRE,morality,OpenAlex,1.0,62,59,39,0.4756097560975609
morals,OpenAIRE,morality,OpenAlex,1.0000000871384502,46,59,14,0.1538461538461538
moral development,OpenAIRE,moral development,OpenAlex,1.0,34,31,18,0.3829787234042553
symmetric-key algorithm,OpenAIRE,symmetric-key algorithm,OpenAlex,1.0,6,7,2,0.1818181818181818
workflow management system,OpenAIRE,workflow management system,OpenAlex,1.0,13,14,11,0.6875
workflow technology,OpenAIRE,workflow technology,OpenAlex,1.0,11,11,9,0.6923076923076923
workflow engine,OpenAIRE,workflow engine,OpenAlex,1.0,10,8,8,0.8
data management,OpenAIRE,data management,OpenAlex,1.0,92,38,19,0.1711711711711711
cloud computing,OpenAIRE,cloud computing,OpenAlex,1.0,268,385,220,0.5080831408775982
legitimation,OpenAIRE,legitimation,OpenAlex,1.0,13,20,12,0.5714285714285714
hegemony,OpenAIRE,hegemony,OpenAlex,1.0,13,18,11,0.55
collective identity,OpenAIRE,collective identity,OpenAlex,1.0,25,33,13,0.2888888888888888
identity formation,OpenAIRE,identity formation,OpenAlex,1.0,45,34,18,0.2950819672131147
institution,OpenAIRE,institution,OpenAlex,1.0,52,72,26,0.2653061224489796
organizational identity,OpenAIRE,organizational identity,OpenAlex,1.0,22,19,12,0.4137931034482758
drug development,OpenAIRE,drug development,OpenAlex,1.0,38,38,11,0.1692307692307692
bayesian hierarchical modeling,OpenAIRE,bayesian hierarchical modeling,OpenAlex,1.0,62,35,13,0.1547619047619047
medical physics,OpenAIRE,medical physics,OpenAlex,1.0,319,648,208,0.2740447957839262
drug,OpenAIRE,drug,OpenAlex,1.0,52,139,37,0.2402597402597402
crossover study,OpenAIRE,crossover study,OpenAlex,1.0,17,23,13,0.4814814814814814
digital image processing,OpenAIRE,digital image processing,OpenAlex,1.0,207,89,42,0.1653543307086614
ordinary differential equation,OpenAIRE,ordinary differential equation,OpenAlex,1.0,90,165,69,0.3709677419354839
differential algebraic equation,OpenAIRE,differential algebraic equation,OpenAlex,1.0,38,35,10,0.1587301587301587
current (fluid),OpenAIRE,current (fluid),OpenAlex,1.0,74,197,46,0.2044444444444444
digital control,OpenAIRE,digital control,OpenAlex,1.0,57,37,26,0.3823529411764705
charter,OpenAIRE,charter,OpenAlex,1.0,7,8,6,0.6666666666666666
fiducial marker,OpenAIRE,fiducial marker,OpenAlex,1.0,29,37,26,0.65
attraction,OpenAIRE,attraction,OpenAlex,1.0,47,60,26,0.3209876543209876
unit root,OpenAIRE,unit root,OpenAlex,1.0,30,31,24,0.6486486486486487
unit root test,OpenAIRE,unit root test,OpenAlex,1.0,6,8,6,0.75
classification scheme,OpenAIRE,classification scheme,OpenAlex,1.0,40,33,11,0.1774193548387097
drainage basin,OpenAIRE,drainage basin,OpenAlex,1.0,24,80,18,0.2093023255813953
hydrological modelling,OpenAIRE,hydrological modelling,OpenAlex,1.0,29,51,13,0.1940298507462686
geotechnical engineering,OpenAIRE,geotechnical engineering,OpenAlex,1.0,86,497,61,0.1168582375478927
underactuation,OpenAIRE,underactuation,OpenAlex,1.0,88,96,82,0.803921568627451
feedback linearization,OpenAIRE,feedback linearization,OpenAlex,1.0,86,81,46,0.3801652892561983
linearization,OpenAIRE,linearization,OpenAlex,1.0,167,182,113,0.4788135593220339
air traffic management,OpenAIRE,air traffic management,OpenAlex,1.0,10,10,8,0.6666666666666666
interdependence,OpenAIRE,interdependence,OpenAlex,1.0,151,213,129,0.548936170212766
personality psychology,OpenAIRE,personality psychology,OpenAlex,1.0,28,27,13,0.3095238095238095
big five personality traits and culture,OpenAIRE,big five personality traits and culture,OpenAlex,1.0,21,19,10,0.3333333333333333
big five personality traits,OpenAIRE,big five personality traits,OpenAlex,1.0,188,213,90,0.2893890675241157
basic science,OpenAIRE,basic science,OpenAlex,1.0,10,10,3,0.1764705882352941
life course approach,OpenAIRE,life course approach,OpenAlex,1.0,75,72,51,0.53125
early childhood,OpenAIRE,early childhood,OpenAlex,1.0,40,24,11,0.2075471698113207
epigenesis,OpenAIRE,epigenesis,OpenAlex,1.0,14,13,9,0.5
dna methylation,OpenAIRE,dna methylation,OpenAlex,1.0,22,43,14,0.2745098039215686
modular programming,OpenAIRE,modular programming,OpenAlex,1.0,6,13,4,0.2666666666666666
workload,OpenAIRE,workload,OpenAlex,1.0,140,138,94,0.5108695652173914
situation awareness,OpenAIRE,situation awareness,OpenAlex,1.0,52,55,29,0.3717948717948718
cultural geography,OpenAIRE,cultural geography,OpenAlex,1.0,8,6,3,0.2727272727272727
automatic frequency control,OpenAIRE,automatic frequency control,OpenAlex,1.0,118,142,80,0.4444444444444444
dynamic demand,OpenAIRE,dynamic demand,OpenAlex,1.0,14,12,5,0.238095238095238
backup,OpenAIRE,backup,OpenAlex,1.0,9,15,8,0.5
demand response,OpenAIRE,demand response,OpenAlex,1.0,46,68,31,0.3734939759036144
pharmacophore,OpenAIRE,pharmacophore,OpenAlex,1.0,8,10,5,0.3846153846153846
smart grid,OpenAIRE,smart grid,OpenAlex,1.0,154,132,96,0.5052631578947369
frequency grid,OpenAIRE,frequency grid,OpenAlex,1.0,9,16,3,0.1363636363636363
biological neuron model,OpenAIRE,biological neuron model,OpenAlex,1.0,28,35,15,0.3125
facial expression recognition,OpenAIRE,facial expression recognition,OpenAlex,1.0,16,31,8,0.2051282051282051
three-dimensional face recognition,OpenAIRE,three-dimensional face recognition,OpenAlex,1.0,99,59,33,0.264
corrective feedback,OpenAIRE,corrective feedback,OpenAlex,1.0,18,30,18,0.6
aptitude,OpenAIRE,aptitude,OpenAlex,1.0,57,24,13,0.1911764705882352
second-language acquisition,OpenAIRE,second-language acquisition,OpenAlex,1.0,127,98,60,0.3636363636363636
metalinguistics,OpenAIRE,metalinguistics,OpenAlex,1.0,15,9,6,0.3333333333333333
vocabulary development,OpenAIRE,vocabulary development,OpenAlex,1.0,53,60,24,0.2696629213483146
femininity,OpenAIRE,femininity,OpenAlex,1.0,15,11,9,0.5294117647058824
collocation method,OpenAIRE,collocation method,OpenAlex,1.0,26,17,9,0.2647058823529412
piecewise,OpenAIRE,piecewise,OpenAlex,1.0,136,220,103,0.4071146245059288
integral equation,OpenAIRE,integral equation,OpenAlex,1.0,58,63,21,0.21
orthogonal collocation,OpenAIRE,orthogonal collocation,OpenAlex,1.0,7,6,5,0.625
algebraic equation,OpenAIRE,algebraic equation,OpenAlex,1.0,21,26,8,0.2051282051282051
social stratification,OpenAIRE,social stratification,OpenAlex,1.0,27,16,10,0.303030303030303
biotechnology,OpenAIRE,biotechnology,OpenAlex,1.0,1239,492,197,0.1284224250325945
impulsivity,OpenAIRE,impulsivity,OpenAlex,1.0,41,42,29,0.5370370370370371
mechanism (biology),OpenAIRE,mechanism (biology),OpenAlex,1.0,306,619,159,0.2075718015665796
psychopathy,OpenAIRE,psychopathy,OpenAlex,1.0,19,20,17,0.7727272727272727
extraversion and introversion,OpenAIRE,extraversion and introversion,OpenAlex,1.0,33,69,31,0.4366197183098591
temporality,OpenAIRE,temporality,OpenAlex,1.0,23,30,18,0.5142857142857142
punctuated equilibrium,OpenAIRE,punctuated equilibrium,OpenAlex,1.0,11,15,7,0.3684210526315789
debt,OpenAIRE,debt,OpenAlex,1.0,21,28,10,0.2564102564102564
trace (psycholinguistics),OpenAIRE,trace (psycholinguistics),OpenAlex,1.0,69,181,45,0.2195121951219512
time perspective,OpenAIRE,time perspective,OpenAlex,1.0,23,37,10,0.2
time horizon,OpenAIRE,time horizon,OpenAlex,1.0,50,73,24,0.2424242424242424
hilbert-huang transform,OpenAIRE,hilbert-huang transform,OpenAlex,1.0,122,134,114,0.8028169014084507
vibration,OpenAIRE,vibration,OpenAlex,1.0,429,576,321,0.4692982456140351
condition monitoring,OpenAIRE,condition monitoring,OpenAlex,1.0,134,99,58,0.3314285714285714
rolling-element bearing,OpenAIRE,rolling-element bearing,OpenAlex,1.0,35,56,27,0.421875
separable space,OpenAIRE,separable space,OpenAlex,1.0,37,83,20,0.2
living systems,OpenAIRE,living systems,OpenAlex,1.0,54,99,31,0.2540983606557377
biomaterial,OpenAIRE,biomaterial,OpenAlex,1.0,13,8,6,0.4
particle physics,OpenAIRE,particle physics,OpenAlex,1.0,71,139,48,0.2962962962962963
reservoir computing,OpenAIRE,reservoir computing,OpenAlex,1.0,41,56,34,0.5396825396825397
header,OpenAIRE,header,OpenAlex,1.0,10,21,8,0.3478260869565217
optical computing,OpenAIRE,optical computing,OpenAlex,1.0,17,14,5,0.1923076923076923
photonics,OpenAIRE,photonics,OpenAlex,1.0,63,64,43,0.5119047619047619
computer architecture,OpenAIRE,computer architecture,OpenAlex,1.0,100,208,62,0.2520325203252032
chip,OpenAIRE,chip,OpenAlex,1.0,35,78,20,0.2150537634408602
intrinsic motivation,OpenAIRE,intrinsic motivation,OpenAlex,1.0,27,37,12,0.2307692307692307
typology,OpenAIRE,typology,OpenAlex,1.0,142,206,114,0.4871794871794871
nondeterministic algorithm,OpenAIRE,nondeterministic algorithm,OpenAlex,1.0,27,41,22,0.4782608695652174
algebraic number,OpenAIRE,algebraic number,OpenAlex,1.0,107,199,68,0.2857142857142857
cascading failure,OpenAIRE,cascading failure,OpenAlex,1.0,18,24,13,0.4482758620689655
interconnectivity,OpenAIRE,interconnectivity,OpenAlex,1.0,37,83,35,0.4117647058823529
power loss,OpenAIRE,power loss,OpenAlex,1.0,8,11,4,0.2666666666666666
power transmission,OpenAIRE,power transmission,OpenAlex,1.0,60,27,8,0.1012658227848101
kepler,OpenAIRE,kepler,OpenAlex,1.0,10,11,9,0.75
stars,OpenAIRE,stars,OpenAlex,1.0,42,96,26,0.2321428571428571
vertex (graph theory),OpenAIRE,vertex (graph theory),OpenAlex,1.0,22,103,13,0.1160714285714285
fast kalman filter,OpenAIRE,fast kalman filter,OpenAlex,1.0,85,84,51,0.4322033898305085
track (disk drive),OpenAIRE,track (disk drive),OpenAlex,1.0,25,112,16,0.1322314049586777
crowdsourcing,OpenAIRE,crowdsourcing,OpenAlex,1.0,105,104,71,0.5144927536231884
graphical model,OpenAIRE,graphical model,OpenAlex,1.0,172,151,76,0.3076923076923077
type theory,OpenAIRE,type theory,OpenAlex,1.0,15,22,6,0.1935483870967742
forebrain,OpenAIRE,forebrain,OpenAlex,1.0,9,8,7,0.7
syllable,OpenAIRE,syllable,OpenAlex,1.0,52,77,48,0.5925925925925926
singing,OpenAIRE,singing,OpenAlex,1.0,16,14,9,0.4285714285714285
auditory feedback,OpenAIRE,auditory feedback,OpenAlex,1.0,11,16,7,0.35
nucleus,OpenAIRE,nucleus,OpenAlex,1.0,16,35,8,0.1860465116279069
directional antenna,OpenAIRE,directional antenna,OpenAlex,1.0,12,7,3,0.1875
harm,OpenAIRE,harm,OpenAlex,1.0,47,76,36,0.4137931034482758
saccharomyces cerevisiae,OpenAIRE,saccharomyces cerevisiae,OpenAlex,1.0,158,52,47,0.2883435582822086
scalp,OpenAIRE,scalp,OpenAlex,1.0,50,42,27,0.4153846153846154
brain activity and meditation,OpenAIRE,brain activity and meditation,OpenAlex,1.0,176,176,65,0.2264808362369338
visual perception,OpenAIRE,visual perception,OpenAlex,1.0,1744,626,376,0.1885656970912738
conformational change,OpenAIRE,conformational change,OpenAlex,1.0,7,6,3,0.3
bittorrent tracker,OpenAIRE,bittorrent tracker,OpenAlex,1.0,26,100,21,0.2
disruptive technology,OpenAIRE,disruptive technology,OpenAlex,1.0,6,12,2,0.125
eye tracking,OpenAIRE,eye tracking,OpenAlex,1.0,306,331,177,0.3847826086956522
cannibalization,OpenAIRE,cannibalization,OpenAlex,1.0,6,6,4,0.5
hyperparameter,OpenAIRE,hyperparameter,OpenAlex,1.0,106,154,81,0.4525139664804469
