Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
light-emitting diode,OpenAIRE,led lamp,OpenAlex,0.3048045299703922,12,8,7,0.5384615384615384
fault detection and isolation,OpenAIRE,actuator,OpenAlex,0.4570094701195569,328,1009,237,0.2154545454545454
compensation (engineering),OpenAIRE,compensation (psychology),OpenAlex,0.9853278764304784,142,282,112,0.358974358974359
transition (fiction),OpenAIRE,transition (genetics),OpenAlex,0.9730192301617258,57,86,29,0.2543859649122807
equivalence (measure theory),OpenAIRE,equivalence (formal languages),OpenAlex,0.9456516634358872,81,218,53,0.2154471544715447
hypergeometric distribution,OpenAIRE,hypergeometric function,OpenAlex,0.8882843737035799,6,9,4,0.3636363636363636
categorial grammar,OpenAIRE,combinatory categorial grammar,OpenAlex,0.929263623058791,19,10,5,0.2083333333333333
synchronous motor,OpenAIRE,magnet,OpenAlex,0.5015415483139241,98,177,46,0.2008733624454148
confocal microscopy,OpenAIRE,confocal,OpenAlex,1.000000088849777,22,52,16,0.2758620689655172
microscopy confocal,OpenAIRE,confocal,OpenAlex,0.8981087077544344,50,52,20,0.2439024390243902
confocal,OpenAIRE,confocal microscopy,OpenAlex,1.000000088849777,33,36,21,0.4375
microscopy fluorescence,OpenAIRE,fluorescence,OpenAlex,0.785851890003742,114,168,58,0.2589285714285714
drop (liquid),OpenAIRE,drop (telecommunication),OpenAlex,0.9677816671988668,8,17,7,0.3888888888888889
block (data storage),OpenAIRE,block (permutation group theory),OpenAlex,0.8641872118497682,148,303,108,0.314868804664723
enterprise planning system,OpenAIRE,enterprise system,OpenAlex,0.949793110143413,7,9,5,0.4545454545454545
electronic tongue,OpenAIRE,taste,OpenAlex,0.2764708001318016,14,68,14,0.2058823529411764
social heuristics,OpenAIRE,social competence,OpenAlex,0.9311876394054251,30,39,17,0.3269230769230769
voltammetry,OpenAIRE,cyclic voltammetry,OpenAlex,0.8785978764093564,6,9,4,0.3636363636363636
visual fields,OpenAIRE,visual field,OpenAlex,0.9346047569563944,245,207,83,0.2249322493224932
mate choice,OpenAIRE,sexual selection,OpenAlex,0.4012893196514377,180,394,135,0.3075170842824601
mating,OpenAIRE,sexual selection,OpenAlex,0.6427836963057078,138,394,95,0.217391304347826
sexual selection,OpenAIRE,mating,OpenAlex,0.6427836963057078,333,332,178,0.3655030800821355
mating,OpenAIRE,mate choice,OpenAlex,0.3549940296839683,138,214,73,0.2616487455197133
sexual selection,OpenAIRE,mate choice,OpenAlex,0.4012893196514377,333,214,148,0.3709273182957393
mating,OpenAIRE,mating system,OpenAlex,0.8152085169590596,138,64,39,0.2392638036809816
indeterminacy (literature),OpenAIRE,indeterminacy (philosophy),OpenAlex,0.9913393828471698,12,21,8,0.32
k-svd,OpenAIRE,sparse approximation,OpenAlex,0.2761444294216476,61,198,47,0.2216981132075471
protein subcellular localization prediction,OpenAIRE,protein sorting signals,OpenAlex,0.87372265374104,10,6,3,0.2307692307692307
group (mathematics),OpenAIRE,group (periodic table),OpenAlex,0.9492434388479896,191,349,95,0.2134831460674157
bankruptcy,OpenAIRE,bankruptcy prediction,OpenAlex,0.739626291998386,35,54,26,0.4126984126984127
bankruptcy prediction,OpenAIRE,bankruptcy,OpenAlex,0.739626291998386,46,60,41,0.6307692307692307
albedo,OpenAIRE,albedo (alchemy),OpenAlex,0.2250340349247796,16,13,11,0.6111111111111112
second-language acquisition,OpenAIRE,language acquisition,OpenAlex,0.7128833504363539,127,223,61,0.2110726643598615
affect (psychology),OpenAIRE,affect (linguistics),OpenAlex,0.9892146360263918,639,847,446,0.4288461538461538
cone-beam computed tomography,OpenAIRE,cone beam computed tomography,OpenAlex,0.9002432670631902,17,25,11,0.3548387096774194
phantoms imaging,OpenAIRE,imaging phantom,OpenAlex,0.7548195527378728,245,226,114,0.3193277310924369
vegetation,OpenAIRE,vegetation (pathology),OpenAlex,0.3288685737134825,112,142,74,0.4111111111111111
modularity (networks),OpenAIRE,modularity (biology),OpenAlex,0.9725483522316558,82,174,72,0.391304347826087
residue (complex analysis),OpenAIRE,residue (chemistry),OpenAlex,0.9535306519789172,7,13,7,0.5384615384615384
anticipation,OpenAIRE,anticipation (artificial intelligence),OpenAlex,0.3472983307634776,212,560,207,0.3663716814159292
background subtraction,OpenAIRE,foreground detection,OpenAlex,0.8692217913176955,74,21,17,0.2179487179487179
job performance,OpenAIRE,job satisfaction,OpenAlex,0.9438905228432686,139,168,62,0.2530612244897959
job attitude,OpenAIRE,job performance,OpenAlex,0.9027704814715328,33,93,23,0.2233009708737864
job design,OpenAIRE,job performance,OpenAlex,0.8938344048257507,53,93,32,0.2807017543859649
kernel density estimation,OpenAIRE,multivariate kernel density estimation,OpenAlex,0.9795168088916262,121,58,37,0.2605633802816901
density estimation,OpenAIRE,multivariate kernel density estimation,OpenAlex,0.9389968803938664,112,58,29,0.2056737588652482
multivariate statistics,OpenAIRE,multivariate analysis,OpenAlex,0.9149316212088996,427,153,100,0.2083333333333333
multivariate kernel density estimation,OpenAIRE,variable kernel density estimation,OpenAlex,0.9792176115852732,49,93,39,0.3786407766990291
kernel density estimation,OpenAIRE,variable kernel density estimation,OpenAlex,0.9713780867697746,121,93,48,0.2891566265060241
realization (systems),OpenAIRE,realization (probability),OpenAlex,0.9781733082865433,99,235,76,0.2945736434108527
formalism (philosophy of mathematics),OpenAIRE,formalism (music),OpenAlex,0.8545174255845878,64,158,38,0.2065217391304347
contingency,OpenAIRE,contingency theory,OpenAlex,0.7607860407140028,83,62,35,0.3181818181818182
lean project management,OpenAIRE,lean manufacturing,OpenAlex,0.7678670153443099,22,95,21,0.21875
eye movements,OpenAIRE,eye movement,OpenAlex,0.980739194216548,452,571,272,0.3621837549933422
saccades,OpenAIRE,eye movement,OpenAlex,0.3845629599452859,210,571,173,0.2845394736842105
maximum power principle,OpenAIRE,maximum power point tracking,OpenAlex,0.8755489051375283,98,182,75,0.3658536585365853
maximum power point tracking,OpenAIRE,maximum power principle,OpenAlex,0.8755489051375283,176,145,118,0.5812807881773399
turbine,OpenAIRE,wind power,OpenAlex,0.601560946411123,147,356,113,0.2897435897435897
wind speed,OpenAIRE,wind power,OpenAlex,0.8112359983797894,166,356,116,0.2857142857142857
turbine,OpenAIRE,wind speed,OpenAlex,0.6245631995125166,147,172,59,0.2269230769230769
wind power,OpenAIRE,wind speed,OpenAlex,0.8112359983797894,342,172,124,0.3179487179487179
maximum power point tracking,OpenAIRE,inverter,OpenAlex,0.6154058780022953,176,349,152,0.4075067024128686
canopy clustering algorithm,OpenAIRE,correlation clustering,OpenAlex,0.7378613920577598,120,245,80,0.2807017543859649
fuzzy clustering,OpenAIRE,correlation clustering,OpenAlex,0.6830626256348944,285,245,103,0.2412177985948477
single-linkage clustering,OpenAIRE,correlation clustering,OpenAlex,0.6701502199219016,107,245,69,0.2438162544169611
constrained clustering,OpenAIRE,correlation clustering,OpenAlex,0.884681466157135,84,245,56,0.2051282051282051
promotion (rank),OpenAIRE,promotion (chess),OpenAlex,0.9471137895668142,97,127,72,0.4736842105263157
magnitude (mathematics),OpenAIRE,magnitude (astronomy),OpenAlex,0.992024897494082,79,63,25,0.2136752136752136
radar imaging,OpenAIRE,synthetic aperture radar,OpenAlex,0.8554263768906428,158,273,117,0.3726114649681528
dilation (morphology),OpenAIRE,dilation (metric space),OpenAlex,0.9372167712736608,21,28,12,0.3243243243243243
delphi technique,OpenAIRE,delphi,OpenAlex,0.5339962871303219,109,226,77,0.2984496124031007
delphi method,OpenAIRE,delphi,OpenAlex,0.4273141766035201,234,226,167,0.5699658703071673
voltage droop,OpenAIRE,voltage regulator,OpenAlex,0.6845920067183388,86,62,33,0.2869565217391304
policy studies,OpenAIRE,policy analysis,OpenAlex,0.8946873051054014,26,34,12,0.25
policy studies,OpenAIRE,public policy,OpenAlex,0.7744976420820527,26,81,18,0.2022471910112359
causal inference,OpenAIRE,causal model,OpenAlex,0.835735345480255,212,178,69,0.2149532710280373
epigenesis genetic,OpenAIRE,epigenetics,OpenAlex,0.7550417246959826,23,37,11,0.2244897959183673
breast neoplasms,OpenAIRE,cancer,OpenAlex,0.6982404508393772,212,539,128,0.2054574638844301
breast cancer,OpenAIRE,cancer,OpenAlex,0.9049038485213596,176,539,144,0.2521891418563923
observer (quantum physics),OpenAIRE,observer (physics),OpenAlex,0.9821171097309004,231,489,178,0.3284132841328413
parametric polymorphism,OpenAIRE,type inference,OpenAlex,0.6695130406151657,8,30,8,0.2666666666666666
quantile,OpenAIRE,quantile regression,OpenAlex,0.9174814467733052,62,37,29,0.4142857142857143
quantile regression,OpenAIRE,quantile,OpenAlex,0.9174814467733052,32,68,26,0.3513513513513513
transformation (function),OpenAIRE,transformation (genetics),OpenAlex,0.9794521793638448,316,560,194,0.2844574780058651
phase (waves),OpenAIRE,phase (matter),OpenAlex,0.9592607116336044,243,463,129,0.2235701906412478
harmonics,OpenAIRE,harmonic,OpenAlex,1.0000000141458585,147,217,64,0.2133333333333333
hippocampal formation,OpenAIRE,hippocampus,OpenAlex,0.7484759903000769,105,225,73,0.2840466926070039
environmental resource management,OpenAIRE,environmental planning,OpenAlex,0.8866662503306466,482,320,134,0.2005988023952095
resting state fmri,OpenAIRE,functional connectivity,OpenAlex,0.6259349573774494,133,232,64,0.2126245847176079
connectome,OpenAIRE,functional connectivity,OpenAlex,0.6910361333729969,119,232,89,0.3396946564885496
rest,OpenAIRE,resting state fmri,OpenAlex,0.4471251989200988,53,127,31,0.2080536912751678
microbiota,OpenAIRE,microbiome,OpenAlex,0.9157962722350804,52,48,28,0.3888888888888889
tree of life,OpenAIRE,tree of life (biology),OpenAlex,0.5985702433893103,7,16,5,0.2777777777777778
drug resistance,OpenAIRE,antibiotics,OpenAlex,0.6707613459846874,38,42,18,0.2903225806451613
antibiotic resistance,OpenAIRE,antibiotics,OpenAlex,0.8194873738820014,30,42,23,0.4693877551020408
drug resistance bacterial,OpenAIRE,antibiotics,OpenAlex,0.7213273924986576,27,42,16,0.3018867924528302
anti-bacterial agents,OpenAIRE,antibiotics,OpenAlex,0.54393834757087,49,42,22,0.3188405797101449
drug resistance bacterial,OpenAIRE,antibiotic resistance,OpenAlex,0.841737848335103,27,29,14,0.3333333333333333
anti-bacterial agents,OpenAIRE,antibiotic resistance,OpenAlex,0.6780821573212459,49,29,18,0.3
drug resistance microbial,OpenAIRE,antibiotic resistance,OpenAlex,0.841737848335103,17,29,8,0.2105263157894736
drug resistance,OpenAIRE,antibiotic resistance,OpenAlex,0.7889969046804496,38,29,15,0.2884615384615384
resistance (psychoanalysis),OpenAIRE,resistance (ecology),OpenAlex,0.9884532705451238,75,174,51,0.2575757575757575
discriminant validity,OpenAIRE,internal consistency,OpenAlex,0.7078071340336918,60,183,43,0.215
white (horse),OpenAIRE,white (mutation),OpenAlex,0.9540188087387376,47,82,34,0.3578947368421052
fixation ocular,OpenAIRE,fixation (population genetics),OpenAlex,0.4755955286849963,308,327,110,0.2095238095238095
fixation (visual),OpenAIRE,fixation (population genetics),OpenAlex,0.9439625504015836,218,327,148,0.3727959697732997
node (networking),OpenAIRE,node (physics),OpenAlex,0.9773289653202104,233,413,164,0.3402489626556016
genetically modified crops,OpenAIRE,genetically modified organism,OpenAlex,0.8554742764739249,9,7,3,0.2307692307692307
plants genetically modified,OpenAIRE,genetically modified organism,OpenAlex,0.8595094462403176,21,7,5,0.217391304347826
suffix,OpenAIRE,compressed suffix array,OpenAlex,0.6834401740066902,24,8,6,0.2307692307692307
suffix,OpenAIRE,suffix tree,OpenAlex,0.609856274597998,24,10,7,0.2592592592592592
compressed suffix array,OpenAIRE,suffix array,OpenAlex,0.9275913949480802,8,7,5,0.5
obstacle avoidance,OpenAIRE,obstacle,OpenAlex,0.7911584966805895,106,175,70,0.3317535545023696
homosexuality male,OpenAIRE,homosexuality,OpenAlex,0.7212158126868858,10,15,5,0.25
transmission line,OpenAIRE,electric power transmission,OpenAlex,0.6993855248705036,29,84,19,0.202127659574468
interpolation,OpenAIRE,interpolation (computer graphics),OpenAlex,0.4249814753282713,455,587,363,0.5346097201767305
counterfactual conditional,OpenAIRE,counterfactual thinking,OpenAlex,0.8027046895945564,25,85,22,0.25
offspring,OpenAIRE,pregnancy,OpenAlex,0.4542381400111734,75,252,68,0.2625482625482625
tourism hospitality management,OpenAIRE,tourism,OpenAlex,0.4630757087350645,124,325,95,0.268361581920904
tourism leisure and hospitality management,OpenAIRE,tourism,OpenAlex,0.6911858954649978,346,325,236,0.542528735632184
sport leisure tourism,OpenAIRE,tourism,OpenAlex,0.5515879723656767,324,325,184,0.3956989247311828
destinations,OpenAIRE,tourism,OpenAlex,0.621289414717728,76,325,72,0.2188449848024316
types of tourism tourism,OpenAIRE,tourism,OpenAlex,0.5210218538940793,284,325,185,0.4363207547169811
consumption (economics),OpenAIRE,consumption (sociology),OpenAlex,0.9931867880355794,184,309,143,0.4085714285714286
latency (engineering),OpenAIRE,latency (audio),OpenAlex,0.9619795354404964,56,149,41,0.25
identity (social science),OpenAIRE,identity (music),OpenAlex,0.90494344633513,295,587,225,0.3424657534246575
corporate communication,OpenAIRE,corporate identity,OpenAlex,0.8241988172853383,22,9,6,0.24
wind power,OpenAIRE,turbine,OpenAlex,0.601560946411123,342,195,129,0.3161764705882353
materials informatics,OpenAIRE,engineering informatics,OpenAlex,0.886104332306697,11,14,7,0.3888888888888889
series (mathematics),OpenAIRE,series (stratigraphy),OpenAlex,0.9864732160323192,553,912,368,0.3354603463992707
combinatorial auction,OpenAIRE,auction theory,OpenAlex,0.767994230169904,5,12,3,0.2142857142857142
endangered species,OpenAIRE,threatened species,OpenAlex,0.9445109076522076,21,18,7,0.21875
olivary nucleus,OpenAIRE,efferent,OpenAlex,0.5340456384963612,8,23,6,0.24
olivocochlear system,OpenAIRE,efferent,OpenAlex,0.5843828905825562,6,23,5,0.2083333333333333
efferent,OpenAIRE,afferent,OpenAlex,0.7841248010819944,15,49,12,0.2307692307692307
phase noise,OpenAIRE,oscillator phase noise,OpenAlex,0.9668393111180948,81,18,18,0.2222222222222222
electronic filter,OpenAIRE,active filter,OpenAlex,0.7864658980515211,16,47,11,0.2115384615384615
electronic filter topology,OpenAIRE,active filter,OpenAlex,0.7338851023028827,11,47,10,0.2083333333333333
dominance (ethology),OpenAIRE,dominance (genetics),OpenAlex,0.9913784901245278,40,159,34,0.206060606060606
pronoun,OpenAIRE,personal pronoun,OpenAlex,0.8075921737577403,29,11,7,0.2121212121212121
evolution of eusociality,OpenAIRE,eusociality,OpenAlex,0.673861791299529,9,13,7,0.4666666666666667
brain-computer interface,OpenAIRE,brain-computer interface,OpenAlex,0.732867755144573,76,125,61,0.4357142857142857
human resources,OpenAIRE,human resource management,OpenAlex,0.9334740064352988,78,105,32,0.2119205298013245
human resource management,OpenAIRE,human resources,OpenAlex,0.9334740064352988,140,61,36,0.2181818181818181
image fusion,OpenAIRE,fusion,OpenAlex,0.7888803404643827,176,185,70,0.2405498281786941
linear temporal logic,OpenAIRE,computation tree logic,OpenAlex,0.7705194699990836,32,16,9,0.2307692307692307
modal,OpenAIRE,modal analysis,OpenAlex,0.7712541530277889,82,48,24,0.2264150943396226
d printing processes d printing,OpenAIRE,machining,OpenAlex,0.4854970134554712,249,133,67,0.2126984126984127
oximetry,OpenAIRE,pulse oximetry,OpenAlex,0.842442494281484,11,9,5,0.3333333333333333
explicit knowledge,OpenAIRE,implicit learning,OpenAlex,0.8791151575804498,37,48,15,0.2142857142857142
explicit knowledge,OpenAIRE,implicit knowledge,OpenAlex,0.9999999621818096,37,14,9,0.2142857142857142
histocompatibility antigens class i,OpenAIRE,antigen,OpenAlex,0.4670091834407824,25,63,16,0.2222222222222222
multilayer perceptron,OpenAIRE,perceptron,OpenAlex,0.8722674978102412,180,282,98,0.2692307692307692
supply chain,OpenAIRE,supply chain management,OpenAlex,0.9378129257533871,382,365,240,0.4733727810650887
supply chain management,OpenAIRE,supply chain,OpenAlex,0.9378129257533871,298,540,252,0.4300341296928328
supply chain management,OpenAIRE,service management,OpenAlex,0.7599777114648739,298,84,64,0.2012578616352201
cr-d,OpenAIRE,model-driven architecture,OpenAlex,0.5423010937779355,5,6,2,0.2222222222222222
epilepsy,OpenAIRE,ictal,OpenAlex,0.466218936695246,165,58,43,0.2388888888888889
seizures,OpenAIRE,ictal,OpenAlex,0.466218936695246,43,58,17,0.2023809523809523
symbol,OpenAIRE,symbol (formal),OpenAlex,0.2326556376518464,28,64,19,0.2602739726027397
moral disengagement,OpenAIRE,moral development,OpenAlex,0.912874478911588,29,31,17,0.3953488372093023
morality,OpenAIRE,moral development,OpenAlex,0.8218084035573867,62,31,16,0.2077922077922078
cultural identity,OpenAIRE,identity formation,OpenAlex,0.817409425387895,27,34,11,0.22
identity formation,OpenAIRE,self-concept,OpenAlex,0.5627000666465317,45,41,17,0.2463768115942029
cross-over studies,OpenAIRE,crossover study,OpenAlex,0.6072725144779714,19,23,9,0.2727272727272727
interpersonal attraction,OpenAIRE,attraction,OpenAlex,0.8388845439740781,30,60,17,0.2328767123287671
unit root,OpenAIRE,unit root test,OpenAlex,0.8599047284124625,30,8,7,0.2258064516129032
streamflow,OpenAIRE,drainage basin,OpenAlex,0.543310381095403,44,80,36,0.4090909090909091
hydrology,OpenAIRE,hydrology (agriculture),OpenAlex,0.4092987283842136,156,146,83,0.3789954337899543
linearization,OpenAIRE,feedback linearization,OpenAlex,0.8684998919243695,167,81,47,0.2338308457711442
feedback linearization,OpenAIRE,linearization,OpenAlex,0.8684998919243695,86,182,49,0.2237442922374429
free flight,OpenAIRE,air traffic management,OpenAlex,0.5183774284524842,6,10,4,0.3333333333333333
air traffic control,OpenAIRE,air traffic management,OpenAlex,0.9577606918789768,31,10,10,0.3225806451612903
personality,OpenAIRE,big five personality traits,OpenAlex,0.5527800710221262,524,213,137,0.2283333333333333
expression (mathematics),OpenAIRE,expression (computer science),OpenAlex,0.9642228220333352,208,349,98,0.2135076252723311
collocation,OpenAIRE,collocation method,OpenAlex,0.8511247802201216,23,17,8,0.25
collocation,OpenAIRE,collocation (remote sensing),OpenAlex,0.4818535397515707,23,37,14,0.3043478260869565
impulsive behavior,OpenAIRE,impulsivity,OpenAlex,0.686636609155763,26,42,16,0.3076923076923077
bearing (mechanical),OpenAIRE,bearing (navigation),OpenAlex,0.9846014153794952,192,285,176,0.584717607973422
fault (power engineering),OpenAIRE,fault (geology),OpenAlex,0.9336759324568444,395,609,354,0.5446153846153846
self-determination theory,OpenAIRE,intrinsic motivation,OpenAlex,0.6680175365337501,27,37,14,0.28
vertex (geometry),OpenAIRE,vertex (graph theory),OpenAlex,0.955756396607322,60,103,31,0.2348484848484848
singing,OpenAIRE,vocal learning,OpenAlex,0.6536120914470432,16,9,5,0.25
saccharomyces cerevisiae proteins,OpenAIRE,saccharomyces cerevisiae,OpenAlex,0.9593012199199468,45,52,18,0.2278481012658227
typing,OpenAIRE,keystroke logging,OpenAlex,0.5559942947918408,14,15,5,0.2083333333333333
keystroke dynamics,OpenAIRE,keystroke logging,OpenAlex,0.734204640412881,7,15,7,0.4666666666666667
meridian (perimetry visual field),OpenAIRE,meridian (astronomy),OpenAlex,0.88166583635382,9,8,4,0.3076923076923077
invariant (mathematics),OpenAIRE,invariant (physics),OpenAlex,0.9937266589357322,375,601,245,0.33515731874145
injective metric space,OpenAIRE,metric space,OpenAlex,0.9323684807874308,17,78,16,0.2025316455696202
outgroup,OpenAIRE,ingroups and outgroups,OpenAlex,0.7308655639910142,35,45,21,0.3559322033898305
t-vertices,OpenAIRE,mesh generation,OpenAlex,0.3988055998522098,14,24,9,0.3103448275862069
privacy by design,OpenAIRE,personally identifiable information,OpenAlex,0.5024048379400197,16,36,9,0.2093023255813953
synchronization of chaos,OpenAIRE,chaotic systems,OpenAlex,0.5645493523579426,169,144,70,0.2880658436213992
astrophysics,OpenAIRE,galaxy,OpenAlex,0.2403047284927949,228,99,65,0.2480916030534351
control system security,OpenAIRE,industrial control system,OpenAlex,0.9382318993776408,9,32,7,0.2058823529411764
interference (wave propagation),OpenAIRE,interference (communication),OpenAlex,0.9543039330354718,116,266,75,0.2442996742671009
radar,OpenAIRE,radar imaging,OpenAlex,0.8136423084685842,199,159,64,0.2176870748299319
synthetic aperture radar,OpenAIRE,radar imaging,OpenAlex,0.8554263768906428,270,159,108,0.3364485981308411
echolocation,OpenAIRE,human echolocation,OpenAlex,0.7469416910102818,7,16,5,0.2777777777777778
acoustic doppler velocimetry,OpenAIRE,laser doppler velocimetry,OpenAlex,0.876862461936529,7,16,7,0.4375
visual word,OpenAIRE,image retrieval,OpenAlex,0.5368852714658845,130,293,81,0.2368421052631578
sustainability,OpenAIRE,sustainability,OpenAlex,0.4248097100596728,516,464,330,0.5076923076923077
wetting,OpenAIRE,wetting transition,OpenAlex,0.8283577670067801,19,6,6,0.3157894736842105
meiosis,OpenAIRE,chromosomal crossover,OpenAlex,0.8668258065983676,28,16,13,0.4193548387096774
homologous recombination,OpenAIRE,meiosis,OpenAlex,0.8139558700762537,12,26,7,0.2258064516129032
chromosomal crossover,OpenAIRE,meiosis,OpenAlex,0.8668258065983676,18,26,13,0.4193548387096774
binomial distribution,OpenAIRE,negative binomial distribution,OpenAlex,0.9398485284731593,15,25,7,0.2121212121212121
metric differential,OpenAIRE,intrinsic metric,OpenAlex,0.8963655566381563,6,9,3,0.25
latent variable,OpenAIRE,latent variable model,OpenAlex,0.9195102313460664,186,91,53,0.2366071428571428
energy policy renewable energy commercialization renewable energy,OpenAIRE,environmental economics,OpenAlex,0.5842132240969937,197,341,90,0.2008928571428571
gender psychology,OpenAIRE,gender identity,OpenAlex,0.8739020597525498,12,12,8,0.5
social identity approach,OpenAIRE,social identity theory,OpenAlex,0.9409326388949204,43,147,33,0.2101910828025477
gender psychology,OpenAIRE,gender role,OpenAlex,0.7121721128782629,12,9,5,0.3125
sensitivity analysis,OpenAIRE,uncertainty analysis,OpenAlex,0.8918155053684712,70,83,35,0.2966101694915254
uncertainty analysis,OpenAIRE,sensitivity analysis,OpenAlex,0.8918155053684712,85,33,22,0.2291666666666666
uncertainty analysis,OpenAIRE,uncertainty quantification,OpenAlex,0.8716070894796291,85,107,41,0.271523178807947
homogenization (chemistry),OpenAIRE,homogenization (climate),OpenAlex,0.9713063715622324,16,16,13,0.6842105263157895
elasticity (economics),OpenAIRE,elasticity (physics),OpenAlex,0.9830437778027986,40,59,20,0.2531645569620253
injection locking,OpenAIRE,phase locking,OpenAlex,0.782797691980302,8,8,3,0.2307692307692307
docking (molecular),OpenAIRE,docking (animal),OpenAlex,0.9758370465825692,67,62,57,0.7916666666666666
algebraic graph theory,OpenAIRE,algebraic connectivity,OpenAlex,0.80427737390555,11,10,5,0.3125
minimum spanning tree,OpenAIRE,spanning tree,OpenAlex,0.9085328738989906,25,24,9,0.225
surface wave,OpenAIRE,rayleigh wave,OpenAlex,0.8735026232588704,25,12,8,0.2758620689655172
seismic noise,OpenAIRE,rayleigh wave,OpenAlex,0.4638627195983774,25,12,7,0.2333333333333333
seismic wave,OpenAIRE,seismic noise,OpenAlex,0.6319065547181161,21,29,9,0.2195121951219512
rayleigh wave,OpenAIRE,surface wave,OpenAlex,0.8735026232588704,11,31,9,0.2727272727272727
phase velocity,OpenAIRE,group velocity,OpenAlex,0.6379586077809707,6,7,3,0.3
linear temporal logic,OpenAIRE,interval temporal logic,OpenAlex,0.9252416396696724,32,15,8,0.2051282051282051
temporal logic of actions,OpenAIRE,interval temporal logic,OpenAlex,0.7362599786565223,12,15,6,0.2857142857142857
interval temporal logic,OpenAIRE,temporal logic of actions,OpenAlex,0.7362599786565223,13,8,4,0.2352941176470588
web query classification,OpenAIRE,web search query,OpenAlex,0.936016654512306,46,119,31,0.2313432835820895
conformal anomaly,OpenAIRE,conformal field theory,OpenAlex,0.7893387621024281,7,13,4,0.25
short-term memory,OpenAIRE,working memory,OpenAlex,0.4929498256580824,154,439,119,0.2510548523206751
memory short-term,OpenAIRE,working memory,OpenAlex,0.5601129367636438,222,439,118,0.2173112338858195
inverted pendulum,OpenAIRE,pendulum,OpenAlex,0.7698043354954319,66,50,25,0.2747252747252747
transposition (music),OpenAIRE,transposition (logic),OpenAlex,0.9459218461463902,14,59,14,0.2372881355932203
queue,OpenAIRE,queueing theory,OpenAlex,0.5887795014312918,65,88,32,0.2644628099173554
queueing theory,OpenAIRE,queue,OpenAlex,0.5887795014312918,79,83,34,0.265625
value chain,OpenAIRE,demand chain,OpenAlex,0.8007469353590874,25,17,8,0.2352941176470588
accident (fallacy),OpenAIRE,accident (philosophy),OpenAlex,0.9863026354358184,8,25,7,0.2692307692307692
animation,OpenAIRE,computer animation,OpenAlex,0.8840377073786296,131,92,51,0.2965116279069767
latent variable model,OpenAIRE,latent class model,OpenAlex,0.862417943598505,84,105,34,0.2193548387096774
charismatic authority,OpenAIRE,charisma,OpenAlex,0.3260449216794484,8,10,7,0.6363636363636364
aggregate (data warehouse),OpenAIRE,aggregate (composite),OpenAlex,0.920131777442876,102,182,60,0.2678571428571428
band-stop filter,OpenAIRE,low-pass filter,OpenAlex,0.6464256640761158,23,50,19,0.3518518518518518
high-pass filter,OpenAIRE,low-pass filter,OpenAlex,0.9499219327502856,26,50,13,0.2063492063492063
place identity,OpenAIRE,sense of place,OpenAlex,0.6374229559242144,11,12,5,0.2777777777777778
entrepreneurship business occupations,OpenAIRE,entrepreneurship,OpenAlex,0.5109113463007288,214,310,129,0.3265822784810127
bombus terrestris,OpenAIRE,pollinator,OpenAlex,0.3692568095553285,6,20,5,0.238095238095238
hamiltonian (quantum mechanics),OpenAIRE,hamiltonian (control theory),OpenAlex,0.9594034176482026,54,82,43,0.4623655913978494
diffusion magnetic resonance imaging,OpenAIRE,diffusion mri,OpenAlex,0.7764374896557327,106,203,86,0.3856502242152466
diffusion tensor imaging,OpenAIRE,diffusion mri,OpenAlex,0.7980865672693637,56,203,47,0.2216981132075471
constant false alarm rate,OpenAIRE,false alarm,OpenAlex,0.7105363913163388,80,109,34,0.2193548387096774
stakeholder analysis,OpenAIRE,stakeholder theory,OpenAlex,0.8072226109248998,38,45,14,0.2028985507246377
neuromodulation (medicine),OpenAIRE,neuromodulation,OpenAlex,0.3987185097789491,7,12,6,0.4615384615384615
indentation,OpenAIRE,nanoindentation,OpenAlex,0.999999972021694,10,10,7,0.5384615384615384
magic (programming),OpenAIRE,magic (telescope),OpenAlex,0.976116345246235,9,17,5,0.238095238095238
video quality,OpenAIRE,subjective video quality,OpenAlex,0.9429475164537036,39,25,23,0.5609756097560976
bridge (nautical),OpenAIRE,bridge (graph theory),OpenAlex,0.943067147077276,54,152,40,0.2409638554216867
heart ventricles,OpenAIRE,ventricle,OpenAlex,0.7029200579528038,33,28,11,0.22
ventricular function left,OpenAIRE,ejection fraction,OpenAlex,0.6796406109595363,16,25,7,0.2058823529411764
stroke volume,OpenAIRE,ejection fraction,OpenAlex,0.4889240722606522,16,25,9,0.28125
agency (sociology),OpenAIRE,agency (philosophy),OpenAlex,0.99336333381422,125,327,102,0.2914285714285714
multicast,OpenAIRE,source-specific multicast,OpenAlex,0.7014718505486038,13,6,5,0.3571428571428571
alternation (formal language theory),OpenAIRE,alternation (linguistics),OpenAlex,0.9475267589920826,8,25,7,0.2692307692307692
autism spectrum disorder,OpenAIRE,autism,OpenAlex,0.8154622153877654,66,210,55,0.248868778280543
autistic disorder,OpenAIRE,autism,OpenAlex,0.8904283824568615,95,210,83,0.3738738738738739
watermark,OpenAIRE,digital watermarking,OpenAlex,0.5305057086791208,108,182,103,0.5508021390374331
digital watermarking,OpenAIRE,watermark,OpenAlex,0.5305057086791208,171,113,97,0.5187165775401069
