Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
dengue,OpenAIRE,dengue fever,OpenAlex,0.8452448422698249,8,10,6,0.5
flyback transformer,OpenAIRE,flyback converter,OpenAlex,0.8418195396568624,6,6,4,0.5
distributed shared memory,OpenAIRE,uniform memory access,OpenAlex,0.7114585491259782,10,7,5,0.4166666666666667
octopus,OpenAIRE,octopus (software),OpenAlex,0.162911577536956,6,11,6,0.5454545454545454
general data protection regulation,OpenAIRE,data protection act,OpenAlex,0.8661169104751018,6,6,4,0.5
sleep apnea,OpenAIRE,obstructive sleep apnea,OpenAlex,0.9121860091320296,10,6,5,0.4545454545454545
instructional leadership,OpenAIRE,educational leadership,OpenAlex,0.9458119923788932,11,18,9,0.45
intracranial aneurysm,OpenAIRE,aneurysm,OpenAlex,0.9323116131392356,6,7,4,0.4444444444444444
dissolved gas analysis,OpenAIRE,transformer oil,OpenAlex,0.6411533268629626,11,11,10,0.8333333333333334
regularized meshless method,OpenAIRE,singular boundary method,OpenAlex,0.8190876460636541,7,10,6,0.5454545454545454
tcp global synchronization,OpenAIRE,tcp tuning,OpenAlex,0.8937704694300834,7,6,4,0.4444444444444444
leak,OpenAIRE,leak detection,OpenAlex,0.8261911787622701,7,9,5,0.4545454545454545
localized surface plasmon,OpenAIRE,surface plasmon,OpenAlex,0.922641495720376,6,14,6,0.4285714285714285
aphasia primary progressive,OpenAIRE,primary progressive aphasia,OpenAlex,0.8911612398218143,7,6,6,0.8571428571428571
pulmonary disease chronic obstructive,OpenAIRE,pulmonary disease,OpenAlex,0.8521528813120576,11,6,5,0.4166666666666667
