Category1,Source1,Category2,Source2,similarity,PapersInC1,PapersInC2,PapersInBoth,Discripancy
nomological network,OpenAIRE,nomological network,OpenAlex,1.0,18,24,15,0.5555555555555556
personality,OpenAIRE,personality,OpenAlex,1.0,157,165,94,0.4122807017543859
nomological network,OpenAlex,nomological network,OpenAIRE,1.0,24,18,15,0.5555555555555556
electron backscatter diffraction,OpenAIRE,electron backscatter diffraction,OpenAlex,1.0,9,10,8,0.7272727272727273
diffraction,OpenAIRE,diffraction,OpenAlex,1.0,37,65,30,0.4166666666666667
diffraction,OpenAlex,diffraction,OpenAIRE,1.0,65,37,30,0.4166666666666667
electron backscatter diffraction,OpenAlex,electron backscatter diffraction,OpenAIRE,1.0,10,9,8,0.7272727272727273
ecological speciation,OpenAIRE,ecological speciation,OpenAlex,1.0,28,30,21,0.5675675675675675
local adaptation,OpenAIRE,local adaptation,OpenAlex,1.0,22,32,18,0.5
genetic divergence,OpenAIRE,genetic divergence,OpenAlex,1.0,9,7,6,0.6
predation,OpenAIRE,predation,OpenAlex,1.0,36,47,25,0.4310344827586206
ecological speciation,OpenAlex,ecological speciation,OpenAIRE,1.0,30,28,21,0.5675675675675675
reproductive isolation,OpenAlex,reproductive isolation,OpenAIRE,1.0,29,23,18,0.5294117647058824
genetic divergence,OpenAlex,genetic divergence,OpenAIRE,1.0,7,9,6,0.6
biological dispersal,OpenAlex,biological dispersal,OpenAIRE,1.0,48,36,30,0.5555555555555556
silhouette,OpenAIRE,silhouette,OpenAlex,1.0,10,11,8,0.6153846153846154
silhouette,OpenAlex,silhouette,OpenAIRE,1.0,11,10,8,0.6153846153846154
kurtosis,OpenAIRE,kurtosis,OpenAlex,1.0,13,11,9,0.6
crossover,OpenAIRE,crossover,OpenAlex,1.0,54,96,50,0.5
quantum chromodynamics,OpenAlex,quantum chromodynamics,OpenAIRE,1.0,7,5,4,0.5
crossover,OpenAlex,crossover,OpenAIRE,1.0,96,54,50,0.5
observable,OpenAlex,observable,OpenAIRE,1.0,42,34,24,0.4615384615384615
kurtosis,OpenAlex,kurtosis,OpenAIRE,1.0,11,13,9,0.6
multivariable calculus,OpenAlex,multivariable calculus,OpenAIRE,1.0,45,37,32,0.64
multivariable calculus,OpenAIRE,multivariable calculus,OpenAlex,1.0,37,45,32,0.64
salinity,OpenAlex,salinity,OpenAIRE,1.0,6,6,5,0.7142857142857143
foveal,OpenAIRE,foveal,OpenAlex,1.0,10,10,7,0.5384615384615384
foveal,OpenAlex,foveal,OpenAIRE,1.0,10,10,7,0.5384615384615384
eye tracking,OpenAlex,eye tracking,OpenAIRE,1.0,87,98,54,0.4122137404580153
human eye,OpenAlex,human eye,OpenAIRE,1.0,11,10,7,0.5
measurement invariance,OpenAIRE,measurement invariance,OpenAlex,1.0,6,4,3,0.4285714285714285
flexible manufacturing system,OpenAIRE,flexible manufacturing system,OpenAlex,1.0,6,7,6,0.8571428571428571
machining,OpenAIRE,machining,OpenAlex,1.0,15,20,13,0.5909090909090909
flexible manufacturing system,OpenAlex,flexible manufacturing system,OpenAIRE,1.0,7,6,6,0.8571428571428571
purchasing,OpenAIRE,purchasing,OpenAlex,1.0,45,53,36,0.5806451612903226
delphi method,OpenAIRE,delphi method,OpenAlex,1.0,81,111,79,0.6991150442477876
delphi,OpenAIRE,delphi,OpenAlex,1.0,49,85,45,0.5056179775280899
supply chain management,OpenAlex,supply chain management,OpenAIRE,1.0,103,71,59,0.5130434782608696
purchasing,OpenAlex,purchasing,OpenAIRE,1.0,53,45,36,0.5806451612903226
sustainability,OpenAlex,sustainability,OpenAIRE,1.0,107,105,76,0.5588235294117647
information sharing,OpenAIRE,information sharing,OpenAlex,1.0,12,15,10,0.5882352941176471
automotive industry,OpenAlex,automotive industry,OpenAIRE,1.0,31,28,22,0.5945945945945946
psychopathy,OpenAIRE,psychopathy,OpenAlex,1.0,7,7,6,0.75
psychopathy,OpenAlex,psychopathy,OpenAIRE,1.0,7,7,6,0.75
personality disorders,OpenAlex,personality disorders,OpenAIRE,1.0,7,16,7,0.4375
personality,OpenAlex,personality,OpenAIRE,1.0,165,157,94,0.4122807017543859
monolayer,OpenAIRE,monolayer,OpenAlex,1.0,12,8,7,0.5384615384615384
graphene,OpenAIRE,graphene,OpenAlex,1.0,18,20,16,0.7272727272727273
monolayer,OpenAlex,monolayer,OpenAIRE,1.0,8,12,7,0.5384615384615384
transmission electron microscopy,OpenAlex,transmission electron microscopy,OpenAIRE,1.0,13,6,6,0.4615384615384615
correlation clustering,OpenAIRE,correlation clustering,OpenAlex,1.0,79,83,47,0.408695652173913
single-linkage clustering,OpenAIRE,single-linkage clustering,OpenAlex,1.0,40,28,21,0.4468085106382978
correlation clustering,OpenAlex,correlation clustering,OpenAIRE,1.0,83,79,47,0.408695652173913
single-linkage clustering,OpenAlex,single-linkage clustering,OpenAIRE,1.0,28,40,21,0.4468085106382978
hierarchical clustering,OpenAlex,hierarchical clustering,OpenAIRE,1.0,78,76,50,0.4807692307692308
photometric stereo,OpenAIRE,photometric stereo,OpenAlex,1.0,13,11,9,0.6
point cloud,OpenAIRE,point cloud,OpenAlex,1.0,39,56,34,0.5573770491803278
saccade,OpenAIRE,saccade,OpenAlex,1.0,28,26,22,0.6875
proprioception,OpenAIRE,proprioception,OpenAlex,1.0,26,20,15,0.4838709677419355
proprioception,OpenAlex,proprioception,OpenAIRE,1.0,20,26,15,0.4838709677419355
saccade,OpenAlex,saccade,OpenAIRE,1.0,26,28,22,0.6875
dimensionality reduction,OpenAIRE,dimensionality reduction,OpenAlex,1.0,130,132,82,0.4555555555555555
cantilever,OpenAIRE,cantilever,OpenAlex,1.0,17,19,13,0.5652173913043478
beam (structure),OpenAIRE,beam (structure),OpenAlex,1.0,17,24,13,0.4642857142857143
cantilever,OpenAlex,cantilever,OpenAIRE,1.0,19,17,13,0.5652173913043478
vibration,OpenAlex,vibration,OpenAIRE,1.0,84,62,49,0.5051546391752577
beam (structure),OpenAlex,beam (structure),OpenAIRE,1.0,24,17,13,0.4642857142857143
rural area,OpenAIRE,rural area,OpenAlex,1.0,7,6,5,0.625
tourism geography,OpenAIRE,tourism geography,OpenAlex,1.0,8,9,7,0.7
market segmentation,OpenAlex,market segmentation,OpenAIRE,1.0,25,23,14,0.4117647058823529
rural area,OpenAlex,rural area,OpenAIRE,1.0,6,7,5,0.625
observability,OpenAIRE,observability,OpenAlex,1.0,42,25,20,0.425531914893617
controllability,OpenAlex,controllability,OpenAIRE,1.0,56,64,47,0.6438356164383562
observability,OpenAlex,observability,OpenAIRE,1.0,25,42,20,0.425531914893617
augmented reality,OpenAIRE,augmented reality,OpenAlex,1.0,39,30,22,0.4680851063829787
augmented reality,OpenAlex,augmented reality,OpenAIRE,1.0,30,39,22,0.4680851063829787
false discovery rate,OpenAIRE,false discovery rate,OpenAlex,1.0,25,37,20,0.4761904761904761
classifier (uml),OpenAlex,classifier (uml),OpenAIRE,1.0,474,245,213,0.4209486166007905
iterative closest point,OpenAIRE,iterative closest point,OpenAlex,1.0,9,8,7,0.7
iterative closest point,OpenAlex,iterative closest point,OpenAIRE,1.0,8,9,7,0.7
facial expression,OpenAIRE,facial expression,OpenAlex,1.0,109,90,69,0.5307692307692308
technological change,OpenAIRE,technological change,OpenAlex,1.0,36,48,25,0.423728813559322
technological change,OpenAlex,technological change,OpenAIRE,1.0,48,36,25,0.423728813559322
change blindness,OpenAlex,change blindness,OpenAIRE,1.0,10,13,7,0.4375
physical layer,OpenAIRE,physical layer,OpenAlex,1.0,7,6,4,0.4444444444444444
transmitter,OpenAlex,transmitter,OpenAIRE,1.0,45,35,30,0.6
infinite impulse response,OpenAIRE,infinite impulse response,OpenAlex,1.0,11,8,6,0.4615384615384615
infinite impulse response,OpenAlex,infinite impulse response,OpenAIRE,1.0,8,11,6,0.4615384615384615
kappa,OpenAIRE,kappa,OpenAlex,1.0,9,11,6,0.4285714285714285
cohen's kappa,OpenAIRE,cohen's kappa,OpenAlex,1.0,6,10,6,0.6
range of motion,OpenAlex,range of motion,OpenAIRE,1.0,7,8,6,0.6666666666666666
voting,OpenAIRE,voting,OpenAlex,1.0,31,53,25,0.423728813559322
attractor,OpenAIRE,attractor,OpenAlex,1.0,88,91,71,0.6574074074074074
heading (navigation),OpenAlex,heading (navigation),OpenAIRE,1.0,19,12,11,0.55
attractor,OpenAlex,attractor,OpenAIRE,1.0,91,88,71,0.6574074074074074
gait,OpenAlex,gait,OpenAIRE,1.0,56,55,32,0.4050632911392405
spurious relationship,OpenAIRE,spurious relationship,OpenAlex,1.0,32,52,29,0.5272727272727272
mutual information,OpenAlex,mutual information,OpenAIRE,1.0,75,65,50,0.5555555555555556
spurious relationship,OpenAlex,spurious relationship,OpenAIRE,1.0,52,32,29,0.5272727272727272
islanding,OpenAIRE,islanding,OpenAlex,1.0,6,7,5,0.625
capacitor,OpenAIRE,capacitor,OpenAlex,1.0,18,28,14,0.4375
resonator,OpenAIRE,resonator,OpenAlex,1.0,13,15,10,0.5555555555555556
islanding,OpenAlex,islanding,OpenAIRE,1.0,7,6,5,0.625
radon transform,OpenAIRE,radon transform,OpenAlex,1.0,10,9,7,0.5833333333333334
conjugate gradient method,OpenAIRE,conjugate gradient method,OpenAlex,1.0,23,22,17,0.6071428571428571
radon transform,OpenAlex,radon transform,OpenAIRE,1.0,9,10,7,0.5833333333333334
conjugate gradient method,OpenAlex,conjugate gradient method,OpenAIRE,1.0,22,23,17,0.6071428571428571
complex network,OpenAlex,complex network,OpenAIRE,1.0,180,124,97,0.4685990338164251
trait,OpenAlex,trait,OpenAIRE,1.0,109,62,55,0.4741379310344827
spectrogram,OpenAIRE,spectrogram,OpenAlex,1.0,13,12,9,0.5625
mimicry,OpenAIRE,mimicry,OpenAlex,1.0,7,9,5,0.4545454545454545
spectrogram,OpenAlex,spectrogram,OpenAIRE,1.0,12,13,9,0.5625
pythagorean theorem,OpenAIRE,pythagorean theorem,OpenAlex,1.0,8,10,8,0.8
pythagorean theorem,OpenAlex,pythagorean theorem,OpenAIRE,1.0,10,8,8,0.8
group decision-making,OpenAlex,group decision-making,OpenAIRE,1.0,43,45,27,0.4426229508196721
ethnic group,OpenAlex,ethnic group,OpenAIRE,1.0,47,39,27,0.4576271186440678
race (biology),OpenAlex,race (biology),OpenAIRE,1.0,53,31,26,0.4482758620689655
synthetic aperture radar,OpenAIRE,synthetic aperture radar,OpenAlex,1.0,66,59,52,0.7123287671232876
polarimetry,OpenAIRE,polarimetry,OpenAlex,1.0,12,11,9,0.6428571428571429
speckle noise,OpenAIRE,speckle noise,OpenAlex,1.0,20,19,16,0.6956521739130435
polarimetry,OpenAlex,polarimetry,OpenAIRE,1.0,11,12,9,0.6428571428571429
speckle pattern,OpenAlex,speckle pattern,OpenAIRE,1.0,43,40,34,0.6938775510204082
connectome,OpenAIRE,connectome,OpenAlex,1.0,42,34,28,0.5833333333333334
connectome,OpenAlex,connectome,OpenAIRE,1.0,34,42,28,0.5833333333333334
covariance,OpenAlex,covariance,OpenAIRE,1.0,147,103,75,0.4285714285714285
lexicon,OpenAIRE,lexicon,OpenAlex,1.0,63,79,47,0.4947368421052631
lexicon,OpenAlex,lexicon,OpenAIRE,1.0,79,63,47,0.4947368421052631
blind signal separation,OpenAIRE,blind signal separation,OpenAlex,1.0,32,34,24,0.5714285714285714
blind signal separation,OpenAlex,blind signal separation,OpenAIRE,1.0,34,32,24,0.5714285714285714
scalp,OpenAlex,scalp,OpenAIRE,1.0,13,15,9,0.4736842105263157
metrology,OpenAIRE,metrology,OpenAlex,1.0,7,9,5,0.4545454545454545
structured light,OpenAlex,structured light,OpenAIRE,1.0,8,8,6,0.6
coaching,OpenAIRE,coaching,OpenAlex,1.0,8,9,6,0.5454545454545454
disadvantaged,OpenAIRE,disadvantaged,OpenAlex,1.0,10,10,7,0.5384615384615384
disadvantaged,OpenAlex,disadvantaged,OpenAIRE,1.0,10,10,7,0.5384615384615384
hierarchical organization,OpenAIRE,hierarchical organization,OpenAlex,1.0,20,21,12,0.4137931034482758
attribution,OpenAIRE,attribution,OpenAlex,1.0,47,47,27,0.4029850746268656
construal level theory,OpenAIRE,construal level theory,OpenAlex,1.0,16,18,10,0.4166666666666667
hierarchical organization,OpenAlex,hierarchical organization,OpenAIRE,1.0,21,20,12,0.4137931034482758
attribution,OpenAlex,attribution,OpenAIRE,1.0,47,47,27,0.4029850746268656
default mode network,OpenAIRE,default mode network,OpenAlex,1.0,25,25,17,0.5151515151515151
posterior cingulate,OpenAIRE,posterior cingulate,OpenAlex,1.0,7,10,6,0.5454545454545454
default mode network,OpenAlex,default mode network,OpenAIRE,1.0,25,25,17,0.5151515151515151
superordinate goals,OpenAlex,superordinate goals,OpenAIRE,1.0,7,5,5,0.7142857142857143
aggression,OpenAlex,aggression,OpenAIRE,1.0,22,31,18,0.5142857142857142
nondeterministic algorithm,OpenAIRE,nondeterministic algorithm,OpenAlex,1.0,7,9,5,0.4545454545454545
plumage,OpenAIRE,plumage,OpenAlex,1.0,6,3,3,0.5
cloud computing,OpenAIRE,cloud computing,OpenAlex,1.0,53,82,44,0.4835164835164835
crowdsourcing,OpenAIRE,crowdsourcing,OpenAlex,1.0,25,23,17,0.5483870967741935
cloud computing,OpenAlex,cloud computing,OpenAIRE,1.0,82,53,44,0.4835164835164835
utility computing,OpenAlex,utility computing,OpenAIRE,1.0,6,4,3,0.4285714285714285
crowdsourcing,OpenAlex,crowdsourcing,OpenAIRE,1.0,23,25,17,0.5483870967741935
medical diagnosis,OpenAlex,medical diagnosis,OpenAIRE,1.0,35,46,24,0.4210526315789473
recommender system,OpenAIRE,recommender system,OpenAlex,1.0,64,88,57,0.6
collaborative filtering,OpenAIRE,collaborative filtering,OpenAlex,1.0,44,53,34,0.5396825396825397
recommender system,OpenAlex,recommender system,OpenAIRE,1.0,88,64,57,0.6
quantum hall effect,OpenAIRE,quantum hall effect,OpenAlex,1.0,6,4,4,0.6666666666666666
seismic noise,OpenAlex,seismic noise,OpenAIRE,1.0,8,8,5,0.4545454545454545
neuromorphic engineering,OpenAIRE,neuromorphic engineering,OpenAlex,1.0,42,49,40,0.7843137254901961
energy consumption,OpenAIRE,energy consumption,OpenAlex,1.0,52,48,30,0.4285714285714285
energy consumption,OpenAlex,energy consumption,OpenAIRE,1.0,48,52,30,0.4285714285714285
neuromorphic engineering,OpenAlex,neuromorphic engineering,OpenAIRE,1.0,49,42,40,0.7843137254901961
quantum computer,OpenAIRE,quantum computer,OpenAlex,1.0,26,23,16,0.4848484848484848
quantum machine learning,OpenAIRE,quantum machine learning,OpenAlex,1.0,8,6,6,0.75
quantum machine learning,OpenAlex,quantum machine learning,OpenAIRE,1.0,6,8,6,0.75
phase synchronization,OpenAIRE,phase synchronization,OpenAlex,1.0,13,14,10,0.5882352941176471
phase synchronization,OpenAlex,phase synchronization,OpenAIRE,1.0,14,13,10,0.5882352941176471
causal inference,OpenAIRE,causal inference,OpenAlex,1.0,77,109,69,0.5897435897435898
suspect,OpenAIRE,suspect,OpenAlex,1.0,11,13,9,0.6
multiple-criteria decision analysis,OpenAIRE,multiple-criteria decision analysis,OpenAlex,1.0,35,55,28,0.4516129032258064
grammaticality,OpenAIRE,grammaticality,OpenAlex,1.0,6,4,3,0.4285714285714285
ghost imaging,OpenAIRE,ghost imaging,OpenAlex,1.0,6,6,5,0.7142857142857143
multi-swarm optimization,OpenAIRE,multi-swarm optimization,OpenAlex,1.0,57,50,35,0.4861111111111111
particle swarm optimization,OpenAlex,particle swarm optimization,OpenAIRE,1.0,134,106,95,0.6551724137931034
swarm behaviour,OpenAlex,swarm behaviour,OpenAIRE,1.0,67,40,34,0.4657534246575342
jacobian matrix and determinant,OpenAIRE,jacobian matrix and determinant,OpenAlex,1.0,20,24,18,0.6923076923076923
newton's method,OpenAIRE,newton's method,OpenAlex,1.0,15,7,7,0.4666666666666667
backtracking,OpenAlex,backtracking,OpenAIRE,1.0,14,16,9,0.4285714285714285
jacobian matrix and determinant,OpenAlex,jacobian matrix and determinant,OpenAIRE,1.0,24,20,18,0.6923076923076923
newton's method,OpenAlex,newton's method,OpenAIRE,1.0,7,15,7,0.4666666666666667
negotiation,OpenAIRE,negotiation,OpenAlex,1.0,36,54,27,0.4285714285714285
major histocompatibility complex,OpenAIRE,major histocompatibility complex,OpenAlex,1.0,26,24,22,0.7857142857142857
major histocompatibility complex,OpenAlex,major histocompatibility complex,OpenAIRE,1.0,24,26,22,0.7857142857142857
geospatial analysis,OpenAIRE,geospatial analysis,OpenAlex,1.0,9,11,6,0.4285714285714285
geospatial analysis,OpenAlex,geospatial analysis,OpenAIRE,1.0,11,9,6,0.4285714285714285
inverse problem,OpenAlex,inverse problem,OpenAIRE,1.0,71,67,40,0.4081632653061224
phylogenetic tree,OpenAlex,phylogenetic tree,OpenAIRE,1.0,148,100,91,0.5796178343949044
codon usage bias,OpenAIRE,codon usage bias,OpenAlex,1.0,13,14,10,0.5882352941176471
synonymous substitution,OpenAIRE,synonymous substitution,OpenAlex,1.0,8,8,5,0.4545454545454545
codon usage bias,OpenAlex,codon usage bias,OpenAIRE,1.0,14,13,10,0.5882352941176471
synonymous substitution,OpenAlex,synonymous substitution,OpenAIRE,1.0,8,8,5,0.4545454545454545
credibility,OpenAIRE,credibility,OpenAlex,1.0,31,42,23,0.46
credibility,OpenAlex,credibility,OpenAIRE,1.0,42,31,23,0.46
solver,OpenAIRE,solver,OpenAlex,1.0,19,35,16,0.4210526315789473
decision tree,OpenAIRE,decision tree,OpenAlex,1.0,156,132,92,0.4693877551020408
compromise,OpenAIRE,compromise,OpenAlex,1.0,17,22,14,0.56
decision tree,OpenAlex,decision tree,OpenAIRE,1.0,132,156,92,0.4693877551020408
quantitative trait locus,OpenAlex,quantitative trait locus,OpenAIRE,1.0,48,43,32,0.5423728813559322
curvature,OpenAIRE,curvature,OpenAlex,1.0,38,61,34,0.5230769230769231
entrepreneurship,OpenAIRE,entrepreneurship,OpenAlex,1.0,90,99,72,0.6153846153846154
entrepreneurship,OpenAlex,entrepreneurship,OpenAIRE,1.0,99,90,72,0.6153846153846154
wireless sensor network,OpenAIRE,wireless sensor network,OpenAlex,1.0,87,79,61,0.580952380952381
key distribution in wireless sensor networks,OpenAlex,key distribution in wireless sensor networks,OpenAIRE,1.0,31,27,17,0.4146341463414634
duty cycle,OpenAIRE,duty cycle,OpenAlex,1.0,7,9,7,0.7777777777777778
induction motor,OpenAIRE,induction motor,OpenAlex,1.0,33,52,29,0.5178571428571429
induction motor,OpenAlex,induction motor,OpenAIRE,1.0,52,33,29,0.5178571428571429
intersectionality,OpenAIRE,intersectionality,OpenAlex,1.0,7,13,7,0.5384615384615384
edit distance,OpenAIRE,edit distance,OpenAlex,1.0,10,12,8,0.5714285714285714
edit distance,OpenAlex,edit distance,OpenAIRE,1.0,12,10,8,0.5714285714285714
magnetoencephalography,OpenAIRE,magnetoencephalography,OpenAlex,1.0,48,44,35,0.6140350877192983
magnetoencephalography,OpenAlex,magnetoencephalography,OpenAIRE,1.0,44,48,35,0.6140350877192983
integer programming,OpenAIRE,integer programming,OpenAlex,1.0,35,44,25,0.4629629629629629
integer programming,OpenAlex,integer programming,OpenAIRE,1.0,44,35,25,0.4629629629629629
attractiveness,OpenAIRE,attractiveness,OpenAlex,1.0,14,26,13,0.4814814814814814
reproductive value,OpenAIRE,reproductive value,OpenAlex,1.0,7,9,5,0.4545454545454545
reproductive value,OpenAlex,reproductive value,OpenAIRE,1.0,9,7,5,0.4545454545454545
second-generation wavelet transform,OpenAlex,second-generation wavelet transform,OpenAIRE,1.0,23,39,20,0.4761904761904761
level set method,OpenAIRE,level set method,OpenAlex,1.0,27,27,23,0.7419354838709677
fast marching method,OpenAIRE,fast marching method,OpenAlex,1.0,7,6,5,0.625
level set method,OpenAlex,level set method,OpenAIRE,1.0,27,27,23,0.7419354838709677
fast marching method,OpenAlex,fast marching method,OpenAIRE,1.0,6,7,5,0.625
situational ethics,OpenAIRE,situational ethics,OpenAlex,1.0,40,58,36,0.5806451612903226
cultural heritage,OpenAIRE,cultural heritage,OpenAlex,1.0,7,6,5,0.625
social capital,OpenAIRE,social capital,OpenAlex,1.0,26,32,17,0.4146341463414634
tourism geography,OpenAlex,tourism geography,OpenAIRE,1.0,9,8,7,0.7
cultural heritage,OpenAlex,cultural heritage,OpenAIRE,1.0,6,7,5,0.625
motor learning,OpenAlex,motor learning,OpenAIRE,1.0,44,46,26,0.40625
replicate,OpenAIRE,replicate,OpenAlex,1.0,10,23,10,0.4347826086956521
conversation,OpenAIRE,conversation,OpenAlex,1.0,42,55,31,0.4696969696969697
conversation,OpenAlex,conversation,OpenAIRE,1.0,55,42,31,0.4696969696969697
induction generator,OpenAIRE,induction generator,OpenAlex,1.0,12,14,8,0.4444444444444444
turbine,OpenAIRE,turbine,OpenAlex,1.0,23,32,21,0.6176470588235294
stator,OpenAIRE,stator,OpenAlex,1.0,21,28,21,0.75
induction generator,OpenAlex,induction generator,OpenAIRE,1.0,14,12,8,0.4444444444444444
turbine,OpenAlex,turbine,OpenAIRE,1.0,32,23,21,0.6176470588235294
magnetometer,OpenAIRE,magnetometer,OpenAlex,1.0,10,11,8,0.6153846153846154
magnetometer,OpenAlex,magnetometer,OpenAIRE,1.0,11,10,8,0.6153846153846154
standard illuminant,OpenAIRE,standard illuminant,OpenAlex,1.0,9,12,9,0.75
color constancy,OpenAIRE,color constancy,OpenAlex,1.0,31,27,22,0.6111111111111112
color balance,OpenAIRE,color balance,OpenAlex,1.0,19,16,11,0.4583333333333333
color constancy,OpenAlex,color constancy,OpenAIRE,1.0,27,31,22,0.6111111111111112
standard illuminant,OpenAlex,standard illuminant,OpenAIRE,1.0,12,9,9,0.75
channel state information,OpenAIRE,channel state information,OpenAlex,1.0,15,19,12,0.5454545454545454
multipath propagation,OpenAIRE,multipath propagation,OpenAlex,1.0,13,16,12,0.7058823529411765
multipath propagation,OpenAlex,multipath propagation,OpenAIRE,1.0,16,13,12,0.7058823529411765
private information retrieval,OpenAIRE,private information retrieval,OpenAlex,1.0,14,17,9,0.4090909090909091
anonymity,OpenAlex,anonymity,OpenAIRE,1.0,16,17,10,0.4347826086956521
recall,OpenAIRE,recall,OpenAlex,1.0,91,112,66,0.4817518248175182
automotive industry,OpenAIRE,automotive industry,OpenAlex,1.0,28,31,22,0.5945945945945946
electric vehicle,OpenAlex,electric vehicle,OpenAIRE,1.0,9,8,6,0.5454545454545454
environmental noise,OpenAIRE,environmental noise,OpenAlex,1.0,20,18,14,0.5833333333333334
environmental noise,OpenAlex,environmental noise,OpenAIRE,1.0,18,20,14,0.5833333333333334
active noise control,OpenAlex,active noise control,OpenAIRE,1.0,8,12,6,0.4285714285714285
memetic algorithm,OpenAIRE,memetic algorithm,OpenAlex,1.0,10,7,6,0.5454545454545454
constructive,OpenAIRE,constructive,OpenAlex,1.0,44,61,32,0.4383561643835616
constructive,OpenAlex,constructive,OpenAIRE,1.0,61,44,32,0.4383561643835616
memetic algorithm,OpenAlex,memetic algorithm,OpenAIRE,1.0,7,10,6,0.5454545454545454
microgrid,OpenAIRE,microgrid,OpenAlex,1.0,36,36,32,0.8
ac power,OpenAlex,ac power,OpenAIRE,1.0,82,73,58,0.5979381443298969
microgrid,OpenAlex,microgrid,OpenAIRE,1.0,36,36,32,0.8
maximum a posteriori estimation,OpenAlex,maximum a posteriori estimation,OpenAIRE,1.0,26,33,20,0.5128205128205128
markov random field,OpenAlex,markov random field,OpenAIRE,1.0,40,34,30,0.6818181818181818
false alarm,OpenAIRE,false alarm,OpenAlex,1.0,15,23,11,0.4074074074074074
feeling,OpenAIRE,feeling,OpenAlex,1.0,63,96,55,0.5288461538461539
active listening,OpenAIRE,active listening,OpenAlex,1.0,26,29,19,0.5277777777777778
alarm,OpenAIRE,alarm,OpenAlex,1.0,6,10,5,0.4545454545454545
coping (psychology),OpenAIRE,coping (psychology),OpenAlex,1.0,43,42,25,0.4166666666666667
coping (psychology),OpenAlex,coping (psychology),OpenAIRE,1.0,42,43,25,0.4166666666666667
projector,OpenAIRE,projector,OpenAlex,1.0,6,6,4,0.5
cerebral blood flow,OpenAlex,cerebral blood flow,OpenAIRE,1.0,15,12,9,0.5
median filter,OpenAIRE,median filter,OpenAlex,1.0,30,23,18,0.5142857142857142
video denoising,OpenAIRE,video denoising,OpenAlex,1.0,6,11,5,0.4166666666666667
visual search,OpenAIRE,visual search,OpenAlex,1.0,77,64,50,0.5494505494505495
visual search,OpenAlex,visual search,OpenAIRE,1.0,64,77,50,0.5494505494505495
decorrelation,OpenAIRE,decorrelation,OpenAlex,1.0,15,11,11,0.7333333333333333
decorrelation,OpenAlex,decorrelation,OpenAIRE,1.0,11,15,11,0.7333333333333333
human arm,OpenAlex,human arm,OpenAIRE,1.0,7,4,4,0.5714285714285714
artifact (error),OpenAIRE,artifact (error),OpenAlex,1.0,36,74,34,0.4473684210526316
ictal,OpenAIRE,ictal,OpenAlex,1.0,13,12,11,0.7857142857142857
ictal,OpenAlex,ictal,OpenAIRE,1.0,12,13,11,0.7857142857142857
artifact (error),OpenAlex,artifact (error),OpenAIRE,1.0,74,36,34,0.4473684210526316
genetic programming,OpenAlex,genetic programming,OpenAIRE,1.0,37,30,21,0.4565217391304347
mean absolute percentage error,OpenAlex,mean absolute percentage error,OpenAIRE,1.0,6,4,4,0.6666666666666666
anisotropy,OpenAlex,anisotropy,OpenAIRE,1.0,38,45,27,0.4821428571428571
quantitative structure–activity relationship,OpenAIRE,quantitative structure–activity relationship,OpenAlex,1.0,22,22,16,0.5714285714285714
motor control,OpenAIRE,motor control,OpenAlex,1.0,93,101,57,0.4160583941605839
motor learning,OpenAIRE,motor learning,OpenAlex,1.0,46,44,26,0.40625
stimulus modality,OpenAIRE,stimulus modality,OpenAlex,1.0,23,32,18,0.4864864864864865
reinforcement learning,OpenAIRE,reinforcement learning,OpenAlex,1.0,138,198,114,0.5135135135135135
reinforcement,OpenAIRE,reinforcement,OpenAlex,1.0,50,63,35,0.4487179487179487
reinforcement learning,OpenAlex,reinforcement learning,OpenAIRE,1.0,198,138,114,0.5135135135135135
resting state fmri,OpenAlex,resting state fmri,OpenAIRE,1.0,52,50,34,0.5
endmember,OpenAIRE,endmember,OpenAlex,1.0,10,15,9,0.5625
endmember,OpenAlex,endmember,OpenAIRE,1.0,15,10,9,0.5625
swing,OpenAIRE,swing,OpenAlex,1.0,8,13,7,0.5
swing,OpenAlex,swing,OpenAIRE,1.0,13,8,7,0.5
consciousness,OpenAIRE,consciousness,OpenAlex,1.0,56,46,31,0.4366197183098591
mixed finite element method,OpenAIRE,mixed finite element method,OpenAlex,1.0,10,8,6,0.5
linear elasticity,OpenAIRE,linear elasticity,OpenAlex,1.0,9,5,5,0.5555555555555556
mixed finite element method,OpenAlex,mixed finite element method,OpenAIRE,1.0,8,10,6,0.5
attrition,OpenAIRE,attrition,OpenAlex,1.0,8,10,6,0.5
personnel selection,OpenAlex,personnel selection,OpenAIRE,1.0,12,20,10,0.4545454545454545
circadian rhythm,OpenAIRE,circadian rhythm,OpenAlex,1.0,17,12,9,0.45
expectancy theory,OpenAIRE,expectancy theory,OpenAlex,1.0,14,30,14,0.4666666666666667
wave function,OpenAIRE,wave function,OpenAlex,1.0,9,10,7,0.5833333333333334
wave function,OpenAlex,wave function,OpenAIRE,1.0,10,9,7,0.5833333333333334
cog,OpenAIRE,cog,OpenAlex,1.0,8,10,8,0.8
cog,OpenAlex,cog,OpenAIRE,1.0,10,8,8,0.8
operationalization,OpenAIRE,operationalization,OpenAlex,1.0,64,83,56,0.6153846153846154
operationalization,OpenAlex,operationalization,OpenAIRE,1.0,83,64,56,0.6153846153846154
